matchup_id,home_first,home_second,home_ot,home_total,away_first,away_second,away_ot,away_total
0,31.0,46.0,0.0,77.0,31.0,46.0,0.0,45.0
1,48.0,53.0,0.0,101.0,48.0,53.0,0.0,49.0
2,37.0,45.0,0.0,82.0,37.0,45.0,0.0,71.0
3,40.0,42.0,0.0,82.0,40.0,42.0,0.0,73.0
4,56.0,63.0,0.0,119.0,56.0,63.0,0.0,56.0
5,35.0,37.0,0.0,72.0,35.0,37.0,0.0,67.0
6,52.0,44.0,0.0,96.0,52.0,44.0,0.0,58.0
7,46.0,25.0,0.0,71.0,46.0,25.0,0.0,51.0
8,59.0,52.0,0.0,111.0,59.0,52.0,0.0,77.0
9,28.0,35.0,4.0,67.0,28.0,35.0,16.0,79.0
10,39.0,37.0,0.0,76.0,39.0,37.0,0.0,54.0
11,48.0,39.0,0.0,87.0,48.0,39.0,0.0,62.0
12,32.0,37.0,0.0,69.0,32.0,37.0,0.0,52.0
13,41.0,42.0,0.0,83.0,41.0,42.0,0.0,59.0
14,44.0,41.0,0.0,85.0,44.0,41.0,0.0,69.0
15,41.0,48.0,0.0,89.0,41.0,48.0,0.0,57.0
16,32.0,39.0,0.0,71.0,32.0,39.0,0.0,69.0
17,38.0,25.0,0.0,63.0,38.0,25.0,0.0,60.0
18,45.0,39.0,0.0,84.0,45.0,39.0,0.0,88.0
19,47.0,53.0,0.0,100.0,47.0,53.0,0.0,72.0
20,41.0,43.0,0.0,84.0,41.0,43.0,0.0,48.0
21,40.0,48.0,0.0,88.0,40.0,48.0,0.0,55.0
22,23.0,46.0,0.0,69.0,23.0,46.0,0.0,42.0
23,34.0,46.0,0.0,80.0,34.0,46.0,0.0,75.0
24,57.0,57.0,0.0,114.0,57.0,57.0,0.0,64.0
25,46.0,46.0,0.0,92.0,46.0,46.0,0.0,84.0
26,39.0,33.0,0.0,72.0,39.0,33.0,0.0,45.0
27,41.0,37.0,0.0,78.0,41.0,37.0,0.0,75.0
28,52.0,45.0,0.0,97.0,52.0,45.0,0.0,77.0
29,40.0,40.0,0.0,80.0,40.0,40.0,0.0,63.0
30,41.0,31.0,0.0,72.0,41.0,31.0,0.0,63.0
31,39.0,43.0,0.0,82.0,39.0,43.0,0.0,58.0
32,33.0,39.0,0.0,72.0,33.0,39.0,0.0,65.0
33,40.0,34.0,0.0,74.0,40.0,34.0,0.0,61.0
34,52.0,55.0,0.0,107.0,52.0,55.0,0.0,61.0
35,38.0,36.0,0.0,74.0,38.0,36.0,0.0,53.0
36,39.0,37.0,0.0,76.0,39.0,37.0,0.0,73.0
37,43.0,50.0,0.0,93.0,43.0,50.0,0.0,49.0
38,37.0,44.0,0.0,81.0,37.0,44.0,0.0,62.0
39,39.0,27.0,0.0,66.0,39.0,27.0,0.0,68.0
40,45.0,51.0,0.0,96.0,45.0,51.0,0.0,61.0
