matchup_id,date,city,state,country,arena,attendance
304,2014-11-17 19:30:00,Nashville,Tennessee,,Allen Arena,4734.0
305,2014-11-17 19:30:00,Washington,District of Columbia,,Bender Arena Sports Center,1562.0
306,2014-11-17 19:30:00,Natchitoches,Louisiana,,Prather Coliseum,1301.0
307,2014-11-17 20:00:00,Manhattan,Kansas,,Fred Bramlage Coliseum,12189.0
308,2014-11-17 20:00:00,Chicago,Illinois,,UIC Pavilion,5575.0
309,2014-11-17 20:00:00,New Orleans,Louisiana,,Devlin Fieldhouse,1922.0
310,2014-11-17 20:00:00,Edwardsville,Illinois,,Sam M. Vadalabene Center,1216.0
311,2014-11-17 20:00:00,Ann Arbor,Michigan,,Crisler Center,12181.0
312,2014-11-17 20:00:00,Hattiesburg,Mississippi,,Reed Green Coliseum,3023.0
313,2014-11-17 20:00:00,Milwaukee,Wisconsin,,UW-Milwaukee Arena,1917.0
314,2014-11-17 20:00:00,Birmingham,Alabama,,Bartow Arena,2071.0
315,2014-11-17 20:02:00,Iowa City,Iowa,,Carver-Hawkeye Arena,12333.0
316,2014-11-17 20:05:00,Cheney,Washington,,Reese Court,1155.0
317,2014-11-17 21:00:00,Phoenix,Arizona,,Grand Canyon University Arena,6527.0
318,2014-11-17 21:00:00,Ames,Iowa,,James H. Hilton Coliseum,13913.0
319,2014-11-17 21:00:00,Tempe,Arizona,,Wells-Fargo Arena,3842.0
320,2014-11-17 21:30:00,Tulsa,Oklahoma,,Donald Reynolds Center,3889.0
321,2014-11-17 22:00:00,Fresno,California,,Save Mart Center,5210.0
322,2014-11-17 22:00:00,Moscow,Idaho,,Cowan Spectrum at the Kibbie Dome,631.0
323,2014-11-17 22:00:00,Malibu,California,,Firestone Fieldhouse,1412.0
324,2014-11-17 23:00:00,Los Angeles,California,,Galen Center,2267.0
325,2014-11-17 23:59:00,Boulder,Colorado,,Coors Events Center,9834.0
326,2014-11-18 03:00:00,Moraga,California,,McKeon Pavilion,2225.0
327,2014-11-18 07:00:00,Spartanburg,South Carolina,,Benjamin Johnson Arena,3014.0
328,2014-11-18 11:00:00,Amherst,Massachusetts,,William D. Mullins Center,4736.0
329,2014-11-18 14:00:00,Sioux Falls,South Dakota,,Sanford Pentagon,3250.0
330,2014-11-18 18:00:00,Richmond,Virginia,,Stuart Siegel Center,7637.0
331,2014-11-18 19:00:00,New York,New York,,Francis S. Levien Gymnasium,848.0
