matchup_id,home_first,home_second,home_ot,home_total,away_first,away_second,away_ot,away_total
0,31.0,35.0,0.0,66.0,31.0,35.0,0.0,52.0
1,43.0,24.0,0.0,67.0,43.0,24.0,0.0,54.0
2,51.0,48.0,0.0,99.0,51.0,48.0,0.0,77.0
3,40.0,26.0,0.0,66.0,40.0,26.0,0.0,62.0
4,42.0,38.0,0.0,80.0,42.0,38.0,0.0,48.0
5,37.0,32.0,0.0,69.0,37.0,32.0,0.0,66.0
6,50.0,41.0,0.0,91.0,50.0,41.0,0.0,62.0
7,41.0,56.0,0.0,97.0,41.0,56.0,0.0,59.0
8,36.0,35.0,0.0,71.0,36.0,35.0,0.0,76.0
9,40.0,39.0,0.0,79.0,40.0,39.0,0.0,54.0
10,39.0,42.0,0.0,81.0,39.0,42.0,0.0,73.0
11,41.0,43.0,0.0,84.0,41.0,43.0,0.0,42.0
12,23.0,32.0,11.0,66.0,23.0,32.0,7.0,62.0
13,34.0,46.0,0.0,80.0,34.0,46.0,0.0,75.0
14,31.0,38.0,0.0,69.0,31.0,38.0,0.0,54.0
15,68.0,49.0,0.0,117.0,68.0,49.0,0.0,75.0
16,30.0,23.0,0.0,53.0,30.0,23.0,0.0,54.0
17,38.0,38.0,0.0,76.0,38.0,38.0,0.0,59.0
18,20.0,33.0,0.0,53.0,20.0,33.0,0.0,46.0
19,28.0,35.0,0.0,63.0,28.0,35.0,0.0,59.0
20,44.0,44.0,0.0,88.0,44.0,44.0,0.0,53.0
21,18.0,27.0,0.0,45.0,18.0,27.0,0.0,46.0
22,29.0,40.0,0.0,69.0,29.0,40.0,0.0,51.0
23,31.0,30.0,13.0,74.0,31.0,30.0,9.0,70.0
24,35.0,46.0,0.0,81.0,35.0,46.0,0.0,47.0
25,48.0,38.0,0.0,86.0,48.0,38.0,0.0,54.0
26,46.0,34.0,0.0,80.0,46.0,34.0,0.0,57.0
27,49.0,40.0,0.0,89.0,49.0,40.0,0.0,56.0
28,26.0,34.0,0.0,60.0,26.0,34.0,0.0,89.0
29,37.0,25.0,0.0,62.0,37.0,25.0,0.0,81.0
30,36.0,40.0,0.0,76.0,36.0,40.0,0.0,59.0
31,41.0,45.0,0.0,86.0,41.0,45.0,0.0,76.0
32,37.0,36.0,0.0,73.0,37.0,36.0,0.0,68.0
33,34.0,42.0,0.0,76.0,34.0,42.0,0.0,46.0
34,24.0,44.0,0.0,68.0,24.0,44.0,0.0,48.0
35,47.0,36.0,0.0,83.0,47.0,36.0,0.0,52.0
36,43.0,32.0,0.0,75.0,43.0,32.0,0.0,55.0
37,48.0,45.0,0.0,93.0,48.0,45.0,0.0,47.0
