box_score_id,player_id,minutes_played,fg,fg_a,two_pt,two_pt_a,three_pt,three_pt_a,ft,ft_a,o_reb,d_reb,assist,pf,stl,to,blk,pts
8,790932,27,5,10,3,5,2,5,1,2,1,1,5,3,1,1,0,13
8,774936,17,1,4,1,4,0,0,10,12,5,5,0,1,0,3,0,12
8,786803,27,3,6,2,4,1,2,0,3,0,3,5,3,1,1,0,7
8,781345,26,0,2,0,2,0,0,1,2,0,6,2,1,1,1,1,1
8,786805,20,0,6,0,4,0,2,1,2,0,1,1,4,0,1,0,1
8,786804,19,5,5,0,0,5,5,2,2,0,0,0,2,3,4,1,17
8,790931,12,3,5,1,3,2,2,0,0,0,1,0,1,0,1,0,8
8,796487,5,2,2,0,0,2,2,1,2,0,0,0,1,0,1,0,7
8,796488,8,1,2,0,0,1,2,0,0,0,1,0,0,0,1,0,3
8,790933,14,0,4,0,2,0,2,1,2,0,2,1,3,1,1,0,1
8,790934,12,0,2,0,1,0,1,0,0,0,2,0,1,1,0,0,0
8,780033,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
8,780030,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,796489,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,796490,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,790818,27,4,8,3,5,1,3,2,2,0,1,1,2,1,5,0,11
9,780730,33,2,8,2,5,0,3,6,8,0,4,0,2,1,2,0,10
9,786396,26,2,8,1,4,1,4,2,2,1,3,0,4,0,2,0,7
9,776217,27,3,5,3,5,0,0,0,0,2,4,0,4,0,2,0,6
9,791220,16,0,3,0,1,0,2,2,3,1,2,4,4,2,0,1,2
9,786824,24,2,5,2,4,0,1,2,2,3,4,0,2,1,2,0,6
9,791219,16,1,7,0,3,1,4,0,0,1,7,0,1,1,2,1,3
9,796923,9,1,1,1,1,0,0,0,0,2,1,0,1,0,1,0,2
9,796921,16,0,4,0,1,0,3,0,0,0,1,0,2,0,4,0,0
9,796920,4,0,2,0,1,0,1,0,0,1,0,0,1,0,1,0,0
9,791221,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
10,780163,29,5,12,4,8,1,4,2,3,0,2,4,2,2,0,0,13
10,785742,23,5,8,2,4,3,4,0,0,0,1,5,2,1,3,0,13
10,797243,21,4,9,4,9,0,0,3,5,3,3,2,1,2,5,0,11
10,791366,21,5,7,5,6,0,1,1,1,2,1,0,2,1,1,0,11
10,786155,13,1,5,1,5,0,0,3,5,4,2,0,1,0,0,0,5
10,797241,22,8,8,8,8,0,0,0,0,2,2,0,0,3,1,0,16
10,797242,7,0,2,0,2,0,0,0,0,3,0,0,1,0,0,0,0
10,797244,20,1,4,1,4,0,0,2,4,0,2,8,3,10,1,1,4
10,780170,20,3,9,2,5,1,4,3,3,1,5,0,1,1,2,0,10
10,797245,3,1,3,1,2,0,1,0,0,0,1,0,0,1,0,0,2
10,791363,18,2,4,2,3,0,1,0,0,1,1,0,3,0,0,0,4
10,797246,3,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
12,781342,24,7,10,4,5,3,5,2,2,0,3,2,3,0,2,2,19
12,790902,25,4,6,0,0,4,6,0,0,0,2,0,1,1,0,0,12
12,790901,32,4,8,2,4,2,4,4,4,0,1,2,2,1,2,0,14
12,785452,30,4,9,3,6,1,3,0,0,1,2,5,1,1,1,0,9
12,781620,22,4,8,3,7,1,1,0,0,0,3,2,2,1,2,2,9
12,774864,19,4,6,4,4,0,2,0,0,0,2,3,2,0,2,0,8
12,781593,21,1,3,1,1,0,2,0,0,0,4,4,4,0,0,0,2
12,796450,7,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0
12,796449,11,1,8,1,6,0,2,1,1,3,4,0,0,0,1,0,3
12,774835,7,0,0,0,0,0,0,1,4,0,1,0,2,0,0,0,1
12,796452,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,785622,34,4,10,3,5,1,5,3,4,1,3,1,2,0,1,1,12
13,781058,24,2,3,2,3,0,0,2,2,2,5,0,2,0,1,0,6
13,780327,19,1,4,1,4,0,0,2,6,2,1,1,2,0,1,0,4
13,797451,32,2,12,1,9,1,3,5,6,1,3,5,0,1,3,0,10
13,786607,29,5,11,3,6,2,5,0,0,0,2,1,1,3,1,0,12
13,797458,21,2,3,1,2,1,1,0,0,0,1,1,0,2,4,0,5
13,797452,19,2,5,2,3,0,2,1,1,0,4,1,0,0,2,0,5
13,797455,15,2,4,2,4,0,0,1,2,0,2,0,3,0,2,0,5
13,791848,7,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,3
14,791949,29,10,15,9,13,1,2,0,0,3,9,4,1,1,1,2,21
14,776014,23,3,5,3,3,0,2,0,0,2,4,1,1,2,0,1,6
14,797691,25,5,8,5,6,0,2,2,2,0,3,4,4,1,1,2,12
14,780747,31,3,10,2,3,1,7,0,0,1,5,10,1,3,2,0,7
14,776363,28,6,10,1,1,5,9,0,0,0,5,5,0,2,2,1,17
14,784336,23,4,5,4,5,0,0,0,0,0,8,0,1,0,2,1,8
14,791946,23,6,10,0,0,6,10,0,0,0,2,7,3,0,2,0,18
14,791948,18,6,8,6,7,0,1,0,2,0,1,3,0,0,0,2,12
15,797529,23,1,4,1,3,0,1,0,0,3,3,0,2,2,2,0,2
15,791936,18,3,8,3,8,0,0,2,2,2,3,0,2,1,1,0,8
15,797532,29,2,8,1,6,1,2,3,4,0,1,5,1,1,3,0,8
15,791933,25,2,10,0,1,2,9,0,0,1,1,0,0,0,0,0,6
15,785988,22,2,10,1,4,1,6,1,2,0,5,0,1,1,2,0,6
15,791932,14,2,6,0,2,2,4,2,2,0,2,0,0,1,3,0,8
15,785688,13,1,9,0,4,1,5,2,3,0,0,0,1,0,1,0,5
15,797527,20,1,6,1,3,0,3,0,0,6,2,1,0,3,0,0,2
15,791931,12,1,4,1,4,0,0,0,0,1,1,0,0,0,1,0,2
15,797530,10,1,2,1,2,0,0,0,0,0,1,2,0,0,1,0,2
15,791935,7,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
15,797528,5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
15,786532,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,791621,34,8,15,5,8,3,7,2,2,0,3,4,0,3,3,0,21
16,781125,31,4,8,4,8,0,0,6,10,2,8,0,3,0,2,1,14
16,786431,23,2,4,2,4,0,0,10,10,1,0,0,3,4,0,0,14
16,775620,24,4,8,4,8,0,0,0,0,2,2,0,2,0,1,0,8
16,780440,29,3,6,3,4,0,2,0,0,0,3,1,2,0,0,0,6
16,791620,12,3,3,1,1,2,2,0,0,0,1,0,1,0,1,0,8
16,781088,21,2,5,2,3,0,2,0,0,0,2,5,4,0,0,0,4
16,786434,10,2,6,2,6,0,0,0,0,1,1,0,4,1,1,2,4
16,791619,7,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,2
16,786432,8,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16,796976,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,786481,29,4,8,3,7,1,1,6,8,5,2,0,4,1,7,1,15
17,791790,31,3,9,3,5,0,4,3,3,1,1,1,1,0,3,0,9
17,781032,21,3,4,1,1,2,3,0,1,0,0,1,2,0,0,0,8
17,797628,15,0,5,0,3,0,2,0,0,1,2,1,2,0,0,0,0
17,786480,9,0,2,0,0,0,2,0,0,0,2,0,1,0,1,0,0
17,785965,32,4,11,2,6,2,5,6,8,0,2,2,1,2,2,0,16
17,791793,12,3,4,3,3,0,1,1,2,0,7,0,0,0,0,0,7
17,797627,18,2,3,1,1,1,2,0,0,0,1,1,2,0,2,0,5
17,797624,16,1,5,1,1,0,4,2,2,2,1,0,5,0,0,1,4
17,791791,17,1,3,0,0,1,3,0,0,4,1,2,0,0,2,0,3
18,786685,26,7,11,6,8,1,3,1,3,0,4,1,3,2,3,0,16
18,796609,18,6,8,4,5,2,3,2,2,1,2,5,3,2,2,0,16
18,785841,31,5,10,5,9,0,1,3,9,3,7,4,3,1,0,0,13
18,785664,16,4,8,4,8,0,0,1,4,7,3,0,0,1,2,0,9
18,792232,22,3,6,3,3,0,3,2,4,4,1,1,1,1,1,0,8
18,796611,24,6,9,3,4,3,5,0,0,1,6,0,0,1,1,1,15
18,796613,30,3,9,3,7,0,2,0,1,1,5,6,0,0,0,0,6
18,780728,5,3,7,3,7,0,0,0,0,4,1,0,2,0,0,0,6
18,791312,10,2,4,2,4,0,0,0,0,3,1,1,2,0,2,1,4
18,785840,11,1,3,1,1,0,2,0,2,1,0,0,2,1,0,0,2
18,791313,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2
18,796203,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18,785848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,796620,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,785833,29,7,12,7,11,0,1,4,4,3,7,2,2,2,1,2,18
20,785836,20,4,10,2,5,2,5,4,4,7,7,3,0,3,1,1,14
20,775872,32,4,9,3,5,1,4,0,0,3,5,3,2,1,1,1,9
20,797533,22,4,5,4,4,0,1,0,0,0,1,1,3,0,3,0,8
20,785838,16,2,6,1,2,1,4,0,0,0,2,1,0,1,1,0,5
20,791707,33,7,17,5,15,2,2,2,3,1,4,4,3,4,2,1,18
20,791704,14,6,8,6,7,0,1,0,0,0,0,1,2,1,1,0,12
20,791705,24,2,6,2,4,0,2,2,3,1,5,1,0,0,0,0,6
20,797534,10,1,2,0,0,1,2,0,0,0,1,0,2,0,0,0,3
22,775574,25,7,19,4,11,3,8,2,4,2,2,1,0,2,0,0,19
22,786066,32,7,13,5,10,2,3,2,3,3,7,5,0,2,0,0,18
22,780890,21,4,5,1,2,3,3,0,0,2,3,0,2,0,2,1,11
22,775757,12,3,3,2,2,1,1,3,4,0,2,0,2,0,0,0,10
22,785636,37,4,8,3,5,1,3,0,0,2,6,5,1,0,1,0,9
22,785969,8,4,9,4,6,0,3,0,0,1,4,1,1,2,1,0,8
22,791121,12,2,7,1,5,1,2,2,4,1,1,1,1,1,1,0,7
22,791123,26,2,5,0,2,2,3,0,0,4,2,0,1,1,3,0,6
22,791119,11,2,5,2,5,0,0,2,2,2,2,0,1,1,0,0,6
22,781068,16,2,3,2,2,0,1,1,2,2,1,2,3,0,3,1,5
24,792025,17,3,3,3,3,0,0,0,0,1,3,0,0,0,1,2,6
24,785948,32,3,7,3,7,0,0,3,4,2,4,0,3,1,1,0,9
24,785941,35,7,15,4,6,3,9,0,0,0,1,2,1,0,5,0,17
24,785939,27,6,14,5,10,1,4,0,2,0,3,2,1,3,1,0,13
24,785938,30,4,8,3,5,1,3,1,2,0,2,6,3,1,0,0,10
24,785940,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
24,797634,14,3,7,1,1,2,6,2,2,1,2,0,5,0,1,0,10
24,792022,15,2,3,2,2,0,1,1,2,1,3,1,2,0,0,0,5
24,792023,14,0,4,0,3,0,1,0,0,0,1,2,4,1,0,0,0
24,785946,9,1,1,1,1,0,0,0,0,0,0,1,1,0,2,0,2
24,792024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,798963,18,2,10,1,8,1,2,3,6,0,2,3,0,0,1,0,8
26,798962,21,4,7,4,6,0,1,0,2,2,0,0,3,2,1,0,8
26,791718,24,2,8,1,1,1,7,0,0,0,1,2,0,3,0,0,5
26,791719,15,0,6,0,2,0,4,0,0,0,0,1,1,0,1,0,0
26,798964,8,1,1,1,1,0,0,0,0,1,1,1,2,0,0,0,2
26,781446,22,3,13,2,8,1,5,0,0,1,3,1,2,2,1,0,7
26,791720,5,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
26,798965,23,3,12,1,7,2,5,0,0,3,7,0,2,1,3,0,8
26,791717,23,1,6,1,5,0,1,0,0,2,1,2,1,3,1,0,2
26,798968,26,4,10,3,6,1,4,3,3,0,3,1,1,1,0,0,12
26,798969,3,2,3,1,1,1,2,0,0,0,0,0,0,1,0,0,5
26,787996,12,2,4,2,3,0,1,0,0,2,0,1,1,0,0,0,4
27,780146,25,4,8,3,4,1,4,0,1,0,7,3,3,2,2,0,9
27,790962,23,4,11,4,6,0,5,3,4,2,4,2,2,0,4,0,11
27,775860,26,1,5,0,1,1,4,0,0,0,7,3,0,0,5,0,3
27,790961,24,5,7,5,6,0,1,4,4,2,2,0,2,3,3,0,14
27,785278,22,5,9,2,3,3,6,0,0,0,3,2,0,0,1,1,13
27,796553,4,0,1,0,1,0,0,0,0,0,3,1,2,1,1,0,0
27,796554,18,5,6,4,4,1,2,1,2,1,5,1,0,0,1,0,12
27,796555,10,2,4,1,2,1,2,0,0,1,0,1,2,0,3,0,5
27,796556,16,3,6,3,4,0,2,0,0,3,3,2,1,0,0,0,6
27,790965,12,1,2,1,1,0,1,0,0,2,2,0,0,0,2,1,2
27,780832,17,2,3,2,3,0,0,2,2,1,4,0,1,0,1,1,6
27,796557,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
28,790837,19,2,3,1,1,1,2,0,0,1,1,1,5,0,0,1,5
28,780025,27,8,11,8,11,0,0,7,9,2,8,1,2,0,1,0,23
28,786228,24,0,4,0,3,0,1,4,4,0,0,8,4,2,0,0,4
28,785385,27,5,12,3,5,2,7,2,3,0,2,2,2,2,0,0,14
28,785383,24,5,14,2,10,3,4,5,5,2,5,4,3,0,3,0,18
28,786297,14,5,7,5,7,0,0,0,2,4,2,1,2,0,2,0,10
28,785382,14,3,5,2,3,1,2,1,2,3,0,2,1,0,0,1,8
28,781046,24,5,11,5,11,0,0,1,2,3,6,0,0,0,0,1,11
28,796391,13,0,2,0,2,0,0,0,0,1,1,0,3,0,0,0,0
28,792180,14,1,1,1,1,0,0,2,2,0,1,2,1,3,1,0,4
29,796955,18,0,1,0,1,0,0,2,4,1,3,0,5,0,1,0,2
29,791257,24,2,7,2,3,0,4,1,2,0,3,0,3,0,1,0,5
29,781606,34,4,10,4,10,0,0,0,2,2,1,4,2,0,5,0,8
29,781263,25,3,8,3,6,0,2,2,2,0,0,1,4,1,0,0,8
29,781257,29,3,8,3,7,0,1,4,6,0,4,1,1,0,0,0,10
29,780900,23,3,5,2,3,1,2,0,1,1,7,0,2,0,2,2,7
29,791255,16,2,5,2,4,0,1,2,2,2,0,0,4,0,1,0,6
29,796954,25,2,6,1,2,1,4,5,5,0,1,0,0,2,4,0,10
29,785508,6,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
30,791416,17,6,9,6,9,0,0,6,8,4,6,0,3,0,4,1,18
30,797096,27,10,12,4,4,6,8,2,2,1,2,3,0,1,2,0,28
30,785906,26,11,18,6,10,5,8,1,3,1,9,5,1,0,1,0,28
30,780100,25,2,5,0,1,2,4,0,0,1,4,7,2,2,0,0,6
30,780096,22,2,10,0,3,2,7,0,0,0,4,4,5,0,0,0,6
30,797093,19,3,4,3,3,0,1,2,3,1,1,6,4,1,4,0,8
30,785907,17,3,7,3,7,0,0,1,2,5,2,3,1,0,0,1,7
30,781614,18,4,5,2,3,2,2,0,0,1,7,1,1,1,2,1,10
30,797094,13,1,2,1,1,0,1,3,4,2,2,2,1,0,1,0,5
30,785903,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30,797095,5,1,2,1,2,0,0,2,2,2,1,0,0,0,1,1,4
30,797098,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2
30,791417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,797097,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,787522,15,2,3,2,3,0,0,0,0,1,1,1,3,0,2,0,4
31,787524,17,0,4,0,1,0,3,3,6,0,1,0,3,2,2,0,3
31,791772,20,2,11,0,7,2,4,3,4,2,2,1,1,1,1,0,9
31,781019,31,3,8,3,8,0,0,2,5,1,0,4,0,1,3,0,8
31,780017,25,6,16,6,15,0,1,0,0,0,2,4,2,2,4,0,12
31,775541,11,2,4,1,1,1,3,0,0,0,3,0,5,1,0,0,5
31,783269,15,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0
31,791774,17,3,3,3,3,0,0,0,0,0,1,0,3,1,0,0,6
31,780328,25,1,2,1,2,0,0,3,6,0,1,0,0,0,0,0,5
31,797611,9,2,4,1,3,1,1,0,0,0,1,0,0,1,0,0,5
31,797610,11,1,4,0,1,1,3,0,0,0,0,0,0,0,0,0,3
31,797608,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32,792253,18,2,3,2,3,0,0,2,2,3,2,1,3,0,1,4,6
32,781430,35,8,16,7,12,1,4,5,7,5,11,3,1,4,3,1,22
32,792248,15,3,8,1,2,2,6,0,0,0,0,0,2,1,1,0,8
32,781445,31,9,19,0,1,9,18,0,0,0,2,1,2,1,3,0,27
32,768845,33,3,7,0,2,3,5,2,3,2,3,5,1,1,3,1,11
32,792249,17,1,2,1,2,0,0,0,2,2,5,1,3,0,4,0,2
32,797941,10,1,2,1,2,0,0,0,1,2,2,0,1,0,1,1,2
32,792251,8,0,2,0,1,0,1,0,0,1,0,1,2,0,2,0,0
32,792250,15,2,4,1,2,1,2,0,0,1,0,3,0,2,0,0,5
32,786076,7,2,3,0,0,2,3,0,0,0,0,0,0,1,1,0,6
32,797957,4,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0
32,781448,5,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0
32,797944,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,785335,24,5,8,5,8,0,0,1,1,2,3,0,1,0,2,0,11
34,780303,33,6,14,6,14,0,0,2,3,3,3,1,2,0,2,4,14
34,791594,33,3,10,3,6,0,4,2,2,1,5,8,3,1,3,0,8
34,786349,20,1,4,1,3,0,1,0,0,0,3,0,2,0,2,0,2
34,781385,25,4,8,2,3,2,5,0,0,2,3,1,3,0,2,0,10
34,791011,5,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
34,785337,25,3,4,2,3,1,1,3,4,3,6,0,1,0,1,1,10
34,791012,22,2,6,0,0,2,6,0,0,0,6,1,1,0,2,0,6
34,781221,13,0,4,0,1,0,3,0,0,0,0,1,0,0,1,1,0
35,797967,31,7,14,4,10,3,4,0,0,3,3,2,3,2,2,0,17
35,786087,31,1,5,1,5,0,0,0,0,2,4,0,2,0,0,2,2
35,797970,26,2,10,0,3,2,7,4,6,0,3,0,3,1,1,0,10
35,781453,36,6,21,3,13,3,8,0,0,1,3,5,1,2,2,0,15
35,774869,30,4,8,2,2,2,6,0,0,1,4,3,1,1,1,0,10
35,792254,9,0,3,0,2,0,1,0,2,0,0,0,0,0,0,0,0
35,797962,13,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0
35,786098,18,1,4,0,1,1,3,0,0,0,2,2,1,0,1,0,3
35,797961,6,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,2
36,792288,30,5,8,3,5,2,3,4,5,1,3,1,0,2,2,1,16
36,785227,21,1,3,1,3,0,0,5,6,0,4,0,2,0,0,6,7
36,786237,6,2,5,2,5,0,0,2,2,1,1,1,3,0,0,0,6
36,780287,28,4,9,4,7,0,2,2,3,1,1,1,3,1,2,0,10
36,776309,27,6,9,6,9,0,0,2,6,0,9,1,1,3,2,0,14
36,792278,23,5,11,2,5,3,6,8,8,0,1,4,1,1,0,0,21
36,786232,26,3,6,2,4,1,2,3,3,1,2,2,0,4,2,1,10
36,798066,5,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,2
36,798067,17,2,2,2,2,0,0,3,4,1,3,0,2,0,1,2,7
36,798084,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,2
36,798068,11,1,3,1,1,0,2,2,2,0,1,1,3,1,1,0,4
36,792282,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,798077,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,796543,17,0,3,0,2,0,1,2,2,2,1,0,1,0,0,0,2
37,790951,10,0,1,0,1,0,0,0,0,2,4,0,4,0,0,0,0
37,786309,27,2,11,2,8,0,3,2,2,1,1,0,0,0,6,0,6
37,786089,18,0,3,0,1,0,2,0,0,0,2,0,1,0,3,0,0
37,780087,17,3,14,3,11,0,3,3,4,0,0,1,5,0,2,0,9
37,796540,18,5,9,4,8,1,1,0,1,5,2,0,2,0,2,0,11
37,775037,13,1,1,1,1,0,0,0,0,1,3,0,0,0,0,0,2
37,798697,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,790952,16,2,5,2,4,0,1,0,0,1,0,0,5,0,1,0,4
37,776136,29,6,11,4,8,2,3,0,0,0,2,1,1,0,3,0,14
37,796545,7,0,2,0,1,0,1,0,0,0,0,0,3,0,0,0,0
37,796544,15,0,1,0,0,0,1,2,3,0,2,0,1,2,4,0,2
37,796541,8,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0
38,792140,26,9,12,9,12,0,0,2,2,1,0,3,2,1,0,2,20
38,792144,28,3,9,3,6,0,3,4,4,3,5,0,2,2,1,2,10
38,792148,32,5,10,3,6,2,4,1,2,0,6,3,1,1,4,0,13
38,781429,31,7,11,1,1,6,10,0,1,0,1,2,3,1,0,0,20
38,776092,32,7,12,6,9,1,3,5,6,1,7,5,2,3,5,0,20
38,797791,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
38,792146,12,0,2,0,2,0,0,4,4,1,3,0,3,0,0,0,4
38,797786,18,2,3,1,2,1,1,0,0,0,2,3,3,1,1,0,5
38,797789,11,2,4,2,4,0,0,0,0,0,3,0,3,0,0,0,4
38,797793,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2
38,797787,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,785975,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,797797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,791681,11,0,3,0,2,0,1,0,0,1,2,0,0,2,0,0,0
39,791680,32,6,11,3,6,3,5,2,4,3,5,0,4,0,0,0,17
39,785815,39,6,13,2,7,4,6,13,18,1,3,0,2,0,3,0,29
39,785812,32,3,11,2,5,1,6,6,6,0,0,2,5,1,2,0,13
39,780104,23,4,10,4,8,0,2,1,3,1,3,2,3,2,4,1,9
39,791682,11,1,3,1,3,0,0,0,0,0,0,1,2,0,0,0,2
39,797431,30,3,10,3,5,0,5,0,0,0,1,1,2,0,2,0,6
39,791684,9,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
39,790530,13,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0
40,780012,35,7,14,4,6,3,8,0,0,1,8,3,1,1,2,0,17
40,774895,12,0,1,0,1,0,0,2,2,1,5,0,1,0,2,0,2
40,790824,26,4,10,4,6,0,4,1,3,1,5,2,1,1,0,1,9
40,780011,32,4,7,3,5,1,2,2,2,0,2,4,0,1,1,0,11
40,775667,32,4,6,3,4,1,2,7,8,0,1,8,3,0,1,0,16
40,796309,18,4,7,4,6,0,1,3,4,3,5,1,3,0,1,1,11
40,781524,21,6,8,1,1,5,7,2,4,2,2,3,2,0,2,1,19
40,785370,14,2,2,2,2,0,0,3,3,0,2,2,3,0,0,0,7
40,796382,3,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0
40,796383,7,2,5,2,3,0,2,0,0,1,3,0,0,0,1,0,4
41,780291,31,4,12,2,7,2,5,5,5,3,4,2,3,0,0,0,15
41,785607,7,0,3,0,3,0,0,0,0,1,0,0,4,0,0,0,0
41,796665,24,2,7,2,4,0,3,3,3,0,1,3,5,1,2,0,7
41,785333,32,2,5,2,4,0,1,0,0,1,5,3,1,0,0,0,4
41,775305,36,9,24,6,16,3,8,3,3,3,0,1,3,1,1,0,24
41,796663,15,2,3,2,3,0,0,0,0,2,3,2,1,0,0,0,4
41,791004,23,6,11,0,1,6,10,3,3,0,2,0,2,1,0,0,21
41,796666,8,0,1,0,0,0,1,0,0,0,3,0,4,0,1,0,0
41,791007,15,1,4,0,3,1,1,3,6,0,4,1,1,0,2,0,6
41,791006,7,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1
41,791005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,790897,13,3,8,0,1,3,7,0,0,0,1,1,2,0,0,0,9
42,785442,15,2,4,2,3,0,1,5,6,1,4,0,3,3,4,0,9
42,785579,22,3,6,3,4,0,2,1,3,0,3,2,1,1,1,0,7
42,781628,22,3,7,1,4,2,3,0,0,1,4,4,0,2,0,0,8
42,775959,23,5,8,1,2,4,6,2,2,1,6,2,1,1,1,1,16
42,790898,21,1,6,1,6,0,0,4,4,1,5,6,2,2,2,0,6
42,785448,22,3,4,2,2,1,2,3,4,1,3,3,4,5,0,1,10
42,775737,14,4,8,0,0,4,8,0,0,0,1,0,0,1,1,0,12
42,790896,18,7,7,7,7,0,0,5,5,5,0,1,3,1,2,0,19
42,796447,7,0,0,0,0,0,0,2,2,2,0,0,2,2,3,1,2
42,796446,11,4,5,4,5,0,0,3,6,1,1,1,2,2,1,0,11
42,790900,4,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,2
42,785447,4,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
42,780596,4,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
43,790494,26,1,2,1,2,0,0,1,2,0,2,3,4,0,2,1,3
43,781659,28,2,4,1,2,1,2,0,2,0,5,0,3,0,1,0,5
43,781005,24,3,9,2,3,1,6,2,3,0,0,1,5,0,1,4,9
43,780610,31,2,12,0,4,2,8,2,3,0,2,3,2,1,5,0,8
43,796851,34,2,12,0,4,2,8,5,6,1,3,1,3,1,6,0,11
43,788866,14,0,1,0,1,0,0,0,0,1,1,0,4,2,2,0,0
43,796854,29,2,6,1,5,1,1,5,6,4,1,3,2,2,6,0,10
43,796855,14,2,7,2,7,0,0,1,2,1,1,0,0,0,2,1,5
44,785775,25,3,4,3,4,0,0,2,4,1,1,7,2,2,1,0,8
44,781335,27,4,15,4,11,0,4,2,2,0,6,1,3,2,3,2,10
44,776351,24,7,11,5,7,2,4,7,7,4,6,0,4,0,0,1,23
44,785770,27,8,10,8,9,0,1,4,6,1,6,6,2,1,0,0,20
44,781341,27,2,4,0,0,2,4,0,0,0,2,7,2,0,1,0,6
44,796542,17,8,8,8,8,0,0,1,1,3,2,0,3,1,2,1,17
44,796538,15,1,4,0,0,1,4,0,0,1,1,3,0,0,1,0,3
44,791283,18,2,7,1,4,1,3,1,2,0,6,0,2,1,0,0,6
44,791282,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
44,791284,2,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,2
44,785767,9,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0
44,791285,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,791286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,785773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,780027,24,11,14,11,13,0,1,4,4,7,3,1,1,2,1,3,26
46,786173,21,3,5,0,0,3,5,1,1,0,1,3,0,0,0,0,10
46,774828,26,2,8,0,1,2,7,0,0,0,5,2,1,1,1,0,6
46,780028,21,1,2,0,0,1,2,0,0,0,3,4,3,1,1,0,3
46,786176,18,2,4,2,2,0,2,5,6,2,4,1,3,0,2,1,9
46,791380,16,1,2,0,1,1,1,0,0,0,2,3,2,3,3,0,3
46,791379,21,5,10,4,6,1,4,5,8,3,0,1,0,1,0,1,16
