box_score_id,player_id,minutes_played,fg,fg_a,two_pt,two_pt_a,three_pt,three_pt_a,ft,ft_a,o_reb,d_reb,assist,pf,stl,to,blk,pts
755,785800,18,5,7,1,3,4,4,0,0,2,1,2,2,0,1,0,14
755,797427,17,4,5,0,0,4,5,1,4,0,0,2,0,0,0,0,13
755,791677,8,0,1,0,0,0,1,0,0,0,1,2,2,0,2,0,0
756,780012,29,8,11,7,9,1,2,4,4,0,3,2,3,1,2,0,21
756,774895,13,3,3,3,3,0,0,0,0,1,2,0,2,0,1,1,6
756,790824,25,4,6,3,5,1,1,5,5,0,6,2,3,1,0,0,14
756,780011,27,3,7,2,2,1,5,0,0,0,3,3,2,1,1,0,7
756,775667,30,5,8,5,7,0,1,0,0,0,3,3,1,1,1,0,10
756,796309,22,5,9,5,8,0,1,2,5,3,8,0,2,0,2,1,12
756,785370,9,0,2,0,1,0,1,0,0,4,1,2,2,0,3,0,0
756,796382,10,0,3,0,2,0,1,3,4,0,1,0,0,0,0,0,3
756,781524,16,4,7,3,5,1,2,0,0,1,1,0,3,0,2,1,9
756,796383,10,0,2,0,1,0,1,0,1,0,2,0,0,0,0,0,0
756,785367,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
756,780941,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
756,796384,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,780215,10,0,0,0,0,0,0,1,4,0,0,0,4,0,1,0,1
757,790984,27,4,9,1,4,3,5,2,3,0,1,2,1,0,0,0,13
757,785297,16,0,1,0,0,0,1,0,0,0,2,0,1,0,3,0,0
757,780212,32,5,17,5,12,0,5,0,0,0,0,4,2,2,4,0,10
757,767245,27,9,15,9,15,0,0,2,3,2,5,0,1,2,0,0,20
757,775087,16,1,4,1,3,0,1,5,6,2,0,0,4,1,1,0,7
757,790985,14,1,1,1,1,0,0,0,0,1,4,0,2,0,1,0,2
757,791168,21,2,8,0,4,2,4,0,0,1,2,0,1,0,2,0,6
757,780214,24,2,4,0,0,2,4,0,0,1,4,0,1,0,0,1,6
757,796596,13,0,2,0,2,0,0,0,0,0,1,1,1,0,1,0,0
758,785775,21,5,7,5,5,0,2,3,3,1,9,1,2,2,1,0,13
758,781335,25,5,9,5,7,0,2,1,2,1,5,4,3,1,2,0,11
758,776351,26,5,11,5,7,0,4,1,1,3,3,6,1,2,1,2,11
758,785770,27,7,12,7,9,0,3,3,4,1,5,2,1,4,2,0,17
758,781341,25,3,6,1,1,2,5,0,0,0,2,0,1,0,1,0,8
758,796542,20,3,5,3,5,0,0,0,2,2,4,3,1,1,1,0,6
758,791282,5,0,1,0,1,0,0,1,2,1,0,0,2,0,0,0,1
758,791285,8,0,2,0,0,0,2,2,2,1,5,0,2,0,0,0,2
758,796538,12,2,4,1,2,1,2,0,0,0,0,0,1,3,0,0,5
758,791286,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
758,791284,4,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
758,791283,13,3,6,3,6,0,0,3,5,4,1,0,2,0,1,0,9
758,785767,10,2,3,0,0,2,3,0,0,0,1,1,3,0,1,0,6
758,785773,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,790799,23,0,3,0,1,0,2,1,2,0,4,2,5,0,2,0,1
760,790798,34,7,17,7,15,0,2,3,5,1,2,1,5,1,2,1,17
760,780140,32,6,11,4,7,2,4,5,7,1,4,2,4,0,1,1,19
760,796355,26,2,6,2,5,0,1,0,0,1,5,5,3,3,2,1,4
760,780137,33,10,15,9,12,1,3,0,0,3,4,4,3,4,2,0,21
760,785245,35,8,14,7,11,1,3,2,2,0,5,6,1,1,2,0,19
760,790796,10,1,1,1,1,0,0,4,5,2,1,0,1,0,0,0,6
760,775553,7,0,2,0,1,0,1,0,0,0,1,2,3,0,0,0,0
761,791975,21,5,8,5,8,0,0,4,4,3,6,0,5,0,1,1,14
761,785972,23,1,5,1,5,0,0,5,5,2,2,2,1,1,1,0,7
761,785967,34,6,13,6,13,0,0,6,11,5,10,2,4,0,4,1,18
761,791977,27,1,9,0,3,1,6,0,0,0,0,1,1,0,0,0,3
761,791978,33,4,14,2,10,2,4,0,0,0,3,5,3,0,0,0,10
761,780160,14,3,3,2,2,1,1,3,3,1,2,2,5,0,1,0,10
761,791976,22,3,9,2,6,1,3,5,5,0,1,2,3,0,4,0,12
761,791980,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
761,797799,11,2,3,2,2,0,1,2,3,0,1,1,0,1,1,1,6
761,785973,8,0,1,0,0,0,1,2,2,0,1,0,1,0,2,0,2
761,797800,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
762,792560,9,0,0,0,0,0,0,2,2,0,2,0,1,1,1,0,2
762,792563,25,3,8,2,5,1,3,1,4,1,3,2,4,0,4,1,8
762,792561,25,1,6,1,3,0,3,1,3,0,1,4,2,0,3,0,3
762,789634,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
762,780270,37,6,10,4,5,2,5,7,8,5,4,1,3,1,0,1,21
762,792565,34,4,8,4,6,0,2,15,16,4,6,2,2,1,3,0,23
762,776333,14,0,1,0,1,0,0,1,2,2,3,0,0,0,1,1,1
762,798134,18,0,4,0,2,0,2,4,5,0,1,1,2,0,4,0,4
762,780266,23,3,9,1,3,2,6,0,0,0,5,3,4,0,2,0,8
762,798132,11,1,2,0,0,1,2,0,0,0,1,0,5,0,1,0,3
763,791868,22,0,2,0,2,0,0,2,2,0,4,3,5,2,1,2,2
763,797802,24,5,7,5,5,0,2,1,3,1,1,2,4,0,3,1,11
763,797809,21,1,3,1,2,0,1,3,6,1,1,2,5,1,4,0,5
763,797807,40,6,11,2,6,4,5,7,9,0,4,2,1,3,2,0,23
763,786058,29,0,3,0,2,0,1,0,0,0,2,1,5,0,1,0,0
763,795730,31,5,12,2,3,3,9,2,4,0,3,2,3,0,2,0,15
763,792264,16,3,5,2,4,1,1,0,0,1,1,0,5,0,4,0,7
763,797810,12,0,0,0,0,0,0,1,2,0,1,0,1,0,4,0,1
763,797812,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
763,797811,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
763,797798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,781480,32,5,11,4,5,1,6,2,2,0,7,8,2,0,0,3,13
764,774846,30,11,17,11,17,0,0,2,2,2,3,0,3,1,2,1,24
764,786558,39,5,10,5,7,0,3,0,0,0,7,5,2,4,1,0,10
764,797272,30,2,8,1,3,1,5,0,0,1,1,0,2,1,1,0,5
764,766611,35,5,12,3,4,2,8,0,0,1,2,1,3,2,6,0,12
764,786185,8,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0,1
764,797182,14,1,2,1,1,0,1,1,1,1,1,0,1,1,1,0,3
764,797273,7,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0
764,797181,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,797183,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,792035,32,7,12,7,12,0,0,2,4,6,3,1,2,0,5,0,16
765,780833,19,0,3,0,3,0,0,0,0,0,3,1,1,1,2,1,0
765,792034,35,6,11,3,5,3,6,3,3,1,9,2,2,4,1,0,18
765,792033,39,8,20,3,9,5,11,2,3,1,2,0,3,1,3,0,23
765,780830,35,3,7,3,3,0,4,4,5,0,4,7,3,0,4,0,10
765,791688,15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
765,785381,10,1,2,0,0,1,2,1,2,1,0,0,0,0,0,0,4
765,785980,15,0,2,0,0,0,2,0,0,0,0,2,2,1,1,0,0
766,797574,19,2,5,2,3,0,2,0,0,1,1,1,1,0,1,0,4
766,797575,22,1,2,1,2,0,0,2,2,0,1,0,3,0,2,0,4
766,791899,32,7,16,7,15,0,1,1,2,2,2,1,3,3,2,1,15
766,786512,22,3,7,2,3,1,4,0,0,0,5,1,5,0,4,0,7
766,786032,37,5,10,5,6,0,4,3,5,2,4,1,3,3,2,0,13
766,797573,12,0,2,0,2,0,0,1,3,1,0,0,0,0,1,0,1
766,791900,5,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0
766,797571,30,2,5,1,2,1,3,2,4,0,4,4,0,0,2,0,7
766,786435,21,1,3,1,3,0,0,0,1,1,5,2,1,1,4,1,2
767,791723,28,3,8,3,8,0,0,2,2,1,3,1,4,1,0,5,8
767,780956,29,8,14,6,10,2,4,4,4,1,2,1,1,0,1,1,22
767,797310,32,2,3,2,2,0,1,2,4,0,2,7,1,5,3,0,6
767,791724,11,1,2,1,2,0,0,0,0,0,2,1,4,2,1,0,2
767,781617,34,5,9,4,5,1,4,4,7,0,12,3,4,0,2,0,15
767,797312,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
767,786277,1,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0
767,786285,33,3,7,2,3,1,4,1,1,0,2,3,1,2,2,0,8
767,785580,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
767,797308,21,3,5,0,1,3,4,0,0,1,2,0,1,0,1,0,9
767,780706,8,1,2,0,0,1,2,0,0,0,0,2,0,0,0,0,3
768,792288,18,1,5,1,4,0,1,0,0,4,2,0,2,0,1,1,2
768,785227,27,3,4,3,4,0,0,7,9,7,7,0,1,1,1,3,13
768,786237,30,4,10,4,10,0,0,1,5,1,3,1,3,0,1,0,9
768,780287,30,6,13,4,10,2,3,2,3,0,3,1,2,3,1,0,16
768,776309,31,4,11,4,10,0,1,2,2,0,7,2,1,4,2,0,10
768,798066,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
768,798067,16,1,1,1,1,0,0,1,2,3,2,0,1,0,1,0,3
768,798068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,792278,26,4,10,1,5,3,5,0,1,0,3,0,2,1,1,0,11
768,786232,20,4,10,3,3,1,7,0,0,0,3,3,1,3,0,0,9
769,797235,18,0,5,0,5,0,0,0,1,2,3,0,3,0,5,0,0
769,786251,12,1,3,1,2,0,1,0,0,4,1,0,1,1,1,1,2
769,785446,26,1,6,0,3,1,3,1,1,0,2,0,0,0,1,0,4
769,791367,14,1,2,1,1,0,1,0,0,0,0,1,1,0,0,0,2
769,797239,35,6,14,5,8,1,6,4,5,0,5,0,3,0,4,0,17
769,797233,24,1,7,1,4,0,3,0,0,1,3,0,3,0,1,3,2
769,791368,13,3,4,3,4,0,0,0,0,1,2,0,1,0,0,1,6
769,797238,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0
769,797232,17,1,3,1,1,0,2,4,5,1,0,0,2,1,2,0,6
769,797237,23,2,7,2,6,0,1,0,0,2,5,2,0,0,2,0,4
769,797234,13,2,6,1,3,1,3,0,1,1,3,1,1,2,0,0,5
770,775913,22,6,11,6,11,0,0,2,5,2,5,2,3,0,0,0,14
770,797331,38,6,10,3,5,3,5,2,3,4,1,0,3,1,0,1,17
770,791737,32,2,12,2,11,0,1,3,5,0,3,4,3,0,2,0,7
770,783524,22,6,15,5,9,1,6,2,2,1,0,5,5,1,2,0,15
770,786223,38,0,6,0,5,0,1,0,0,4,7,2,5,2,2,1,0
770,797332,14,3,5,3,5,0,0,0,0,1,2,1,0,0,0,2,6
770,797333,8,1,3,1,2,0,1,0,0,1,3,3,3,0,0,0,2
770,786220,19,4,5,3,4,1,1,1,4,0,3,3,1,1,2,1,10
770,780561,32,3,7,2,3,1,4,1,2,1,7,1,5,1,5,2,8
771,792068,44,6,11,5,8,1,3,11,12,1,4,3,1,0,6,2,24
771,784640,23,4,7,2,4,2,3,3,3,1,3,0,3,0,0,3,13
771,792072,30,1,5,0,3,1,2,1,2,0,4,2,3,1,1,0,4
771,792069,25,3,10,2,6,1,4,0,2,1,3,2,1,2,1,1,7
771,785572,35,5,11,2,5,3,6,9,10,0,7,3,2,0,0,1,22
771,797655,12,1,2,1,2,0,0,0,0,0,1,1,4,0,0,0,2
771,797657,14,0,2,0,1,0,1,1,3,0,2,1,0,0,0,0,1
771,797652,39,5,9,4,7,1,2,3,3,0,1,1,4,2,1,0,14
771,774844,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
772,791201,25,4,7,2,5,2,2,1,3,1,2,1,2,2,2,1,11
772,791202,25,1,3,1,1,0,2,0,0,0,0,4,3,0,0,0,2
772,775767,26,4,9,4,9,0,0,0,1,3,9,2,3,1,2,2,8
772,785628,31,7,14,5,12,2,2,1,2,1,3,5,0,1,3,0,17
772,785627,28,3,6,1,2,2,4,5,5,1,4,1,2,0,2,0,13
772,796904,3,1,1,1,1,0,0,0,0,0,0,0,3,0,1,0,2
772,781138,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
772,781135,10,1,3,1,3,0,0,0,0,1,2,0,3,0,0,0,2
772,796902,10,2,7,1,5,1,2,0,0,3,1,1,1,0,0,0,5
772,796901,18,2,5,2,3,0,2,2,2,0,1,1,3,0,1,1,6
772,788869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,789974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,785629,21,0,3,0,2,0,1,0,1,0,2,0,1,1,2,0,0
773,780377,26,1,8,1,4,0,4,2,2,0,5,0,1,0,1,0,4
773,791852,17,1,1,1,1,0,0,2,2,0,2,0,3,0,1,2,4
773,786602,25,1,4,1,1,0,3,0,0,0,3,1,2,0,1,0,2
773,786600,25,5,12,5,12,0,0,4,5,0,5,3,1,1,2,0,14
773,786599,24,1,2,1,2,0,0,0,0,0,1,0,3,0,2,1,2
773,797462,21,1,1,0,0,1,1,3,4,3,3,0,2,0,3,0,6
773,791851,17,1,2,1,2,0,0,0,0,0,1,1,1,2,4,0,2
773,797461,17,1,8,1,4,0,4,4,7,0,2,0,0,1,1,1,6
773,797460,13,2,4,2,4,0,0,2,4,0,1,0,4,0,0,0,6
773,797459,15,1,2,1,2,0,0,0,0,1,3,0,2,0,2,0,2
774,792366,30,7,10,6,8,1,2,1,4,0,3,1,4,2,2,1,16
774,797979,27,5,8,2,3,3,5,3,4,2,2,1,4,1,1,0,16
774,791015,28,3,6,2,2,1,4,6,7,0,0,6,1,1,0,0,13
774,786424,33,6,13,6,13,0,0,0,2,5,13,3,2,0,1,1,12
774,785483,25,3,10,2,6,1,4,4,4,1,3,5,5,1,1,0,11
774,797988,21,1,5,0,3,1,2,0,0,0,2,4,4,2,2,0,3
774,797991,22,1,4,1,1,0,3,1,2,1,2,1,2,1,2,0,3
774,775335,7,1,4,0,0,1,4,0,1,0,1,1,0,0,2,0,3
774,797983,7,0,0,0,0,0,0,2,2,1,0,0,1,0,1,1,2
776,786067,31,11,13,11,13,0,0,5,12,3,4,0,3,1,2,0,27
776,785591,34,5,10,5,9,0,1,0,1,0,3,5,1,2,4,0,10
776,780258,20,3,9,0,2,3,7,0,0,0,3,1,0,1,2,0,9
776,792083,34,3,9,3,7,0,2,0,0,0,2,6,1,0,0,0,6
776,792078,25,1,3,1,3,0,0,1,4,5,5,1,0,2,2,0,3
776,792082,24,5,11,2,4,3,7,0,0,3,2,1,2,1,1,1,13
776,791952,16,5,6,5,6,0,0,0,0,2,2,1,3,1,1,1,10
776,774898,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,2
776,792079,11,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
776,797663,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
776,797664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,776285,17,1,2,1,2,0,0,1,2,1,2,0,4,0,1,1,3
778,791783,21,1,4,1,4,0,0,1,2,0,6,0,4,0,3,1,3
778,791780,17,1,5,0,1,1,4,0,0,0,0,0,5,3,0,0,3
778,791777,36,7,18,7,18,0,0,1,2,0,4,5,4,0,5,0,15
778,780488,16,2,7,1,3,1,4,1,2,0,2,2,1,1,2,0,6
778,791781,10,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2
778,791778,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
778,786476,14,1,1,1,1,0,0,3,4,1,0,0,3,0,0,1,5
778,791776,29,5,7,1,1,4,6,3,5,0,0,1,1,1,0,0,17
778,781025,34,4,9,2,4,2,5,2,2,0,9,3,1,1,0,1,12
779,786542,26,6,10,3,6,3,4,1,1,2,2,2,4,0,2,0,16
779,786540,17,3,4,3,4,0,0,1,2,2,6,0,4,1,1,2,7
779,792019,37,5,9,2,4,3,5,4,4,3,2,0,4,1,1,0,17
779,792015,36,3,13,3,10,0,3,11,12,1,2,5,3,1,3,1,17
779,775995,35,2,11,2,7,0,4,2,2,0,3,4,1,2,0,1,6
779,785364,24,4,5,4,5,0,0,3,4,0,10,0,1,1,1,1,11
779,797515,5,1,4,0,1,1,3,0,0,0,2,1,0,0,0,0,3
779,792016,16,1,4,1,1,0,3,1,2,1,1,2,1,0,1,0,3
779,781147,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,797513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,781300,18,4,8,4,6,0,2,0,0,1,4,1,1,4,2,1,8
780,790803,17,4,8,4,8,0,0,5,6,2,3,1,3,1,1,2,13
780,796360,24,4,11,4,9,0,2,0,3,3,3,6,0,0,2,0,8
780,781304,27,4,8,1,3,3,5,6,6,2,2,2,3,0,0,0,17
780,781302,25,3,7,2,5,1,2,0,0,1,2,2,2,1,1,1,7
780,796363,15,3,6,1,2,2,4,0,0,1,2,0,1,1,0,0,8
780,790801,16,2,5,2,4,0,1,0,0,1,2,1,1,0,0,0,4
780,781305,16,2,5,2,2,0,3,0,0,2,3,5,0,2,0,0,4
780,796364,8,1,3,1,3,0,0,1,2,1,2,0,3,1,0,1,3
780,780598,17,2,4,2,2,0,2,2,2,3,0,0,1,2,1,0,6
780,796362,7,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,2
780,790802,10,2,4,1,1,1,3,1,2,0,0,1,1,0,2,0,6
781,797616,23,1,6,1,5,0,1,0,0,2,3,1,4,1,6,0,2
781,791882,23,3,6,1,4,2,2,0,1,4,2,2,3,0,2,0,8
781,786491,29,4,9,4,6,0,3,5,7,1,6,2,1,0,2,0,13
781,791881,28,1,4,0,2,1,2,2,2,0,3,4,2,2,4,0,5
781,786420,32,4,9,1,3,3,6,0,0,0,1,2,2,1,5,0,11
781,797618,13,1,2,1,2,0,0,0,0,0,1,0,2,0,1,0,2
781,781052,22,1,4,0,0,1,4,0,0,0,0,1,0,1,2,1,3
781,797613,20,4,6,0,0,4,6,0,0,0,1,2,0,1,1,0,12
781,797614,6,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,2
781,797617,4,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0
782,796884,35,6,12,5,7,1,5,6,9,1,1,5,4,1,1,2,19
782,796886,30,5,8,5,8,0,0,7,9,1,7,1,3,1,0,0,17
782,796882,36,2,9,2,7,0,2,5,8,2,1,4,3,0,6,0,9
782,790447,19,4,7,4,7,0,0,0,0,0,3,0,5,0,1,0,8
782,796892,8,3,3,3,3,0,0,1,1,2,3,0,4,0,2,0,7
782,796891,24,4,11,4,11,0,0,0,0,2,3,0,4,0,1,0,8
782,785324,19,3,6,3,5,0,1,0,0,0,3,0,0,0,0,0,6
782,796888,22,0,2,0,1,0,1,0,0,2,1,1,2,0,1,0,0
782,776336,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
782,796881,3,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0
783,797628,32,8,14,6,9,2,5,1,3,3,5,0,4,0,6,0,19
783,786481,29,6,8,6,8,0,0,3,6,2,4,1,5,0,2,0,15
783,797624,26,4,6,1,2,3,4,0,1,1,5,0,4,2,2,0,11
783,797626,33,1,5,1,5,0,0,7,10,1,7,3,3,1,3,0,9
783,785965,23,4,9,3,7,1,2,0,0,0,1,7,1,1,2,0,9
783,781032,11,1,2,0,0,1,2,1,2,0,0,0,1,0,0,0,4
783,791793,7,1,3,1,2,0,1,2,2,1,0,0,4,0,3,0,4
783,791791,24,1,4,1,1,0,3,0,1,1,3,1,5,2,0,0,2
783,797627,15,0,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0
784,792118,28,3,10,2,6,1,4,5,5,0,2,0,1,1,4,0,12
784,785402,24,3,4,3,4,0,0,6,8,0,5,1,1,0,1,1,12
784,782593,25,3,12,3,7,0,5,1,2,0,3,4,1,1,1,2,7
784,785828,16,2,5,2,4,0,1,0,1,0,2,0,4,1,3,0,4
784,791700,20,0,6,0,5,0,1,1,2,0,2,0,0,0,3,0,1
784,791699,23,5,9,2,5,3,4,2,2,5,3,1,2,0,1,0,15
784,792663,8,1,1,1,1,0,0,3,3,0,0,0,1,0,0,0,5
784,797526,17,1,6,1,5,0,1,2,2,0,0,2,1,0,0,0,4
784,797523,20,0,1,0,0,0,1,0,0,0,0,2,0,0,1,1,0
784,791702,17,0,3,0,3,0,0,0,0,4,5,0,3,0,2,1,0
784,791698,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,786179,26,6,13,2,4,4,9,6,8,0,6,4,1,1,1,0,22
785,786177,22,5,11,3,5,2,6,0,0,1,1,2,2,0,1,1,12
785,780238,28,5,11,4,7,1,4,0,0,0,2,2,2,3,3,0,11
785,791750,25,4,4,1,1,3,3,0,0,1,6,4,2,1,1,0,11
785,780244,22,2,6,0,2,2,4,3,4,0,2,0,1,0,0,2,9
785,790773,16,1,5,0,0,1,5,2,2,0,4,0,2,2,0,0,5
785,785909,13,2,4,2,4,0,0,0,0,0,4,0,4,0,0,0,4
785,797346,4,1,3,0,2,1,1,1,2,0,0,0,2,0,0,0,4
785,791752,12,1,3,0,2,1,1,0,1,0,1,0,2,0,1,0,3
785,791749,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
785,797347,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2
785,781500,16,0,1,0,0,0,1,0,0,0,0,5,2,0,2,0,0
785,791748,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
785,786171,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
786,780717,31,3,10,3,7,0,3,5,8,2,0,0,3,3,1,0,11
786,786203,33,2,10,2,4,0,6,2,2,0,7,1,1,1,1,0,6
786,791738,27,3,10,3,10,0,0,1,2,3,3,0,2,1,1,2,7
786,776266,35,1,5,1,5,0,0,7,8,0,2,4,4,1,3,1,9
786,791742,18,1,5,1,2,0,3,0,0,1,2,0,0,0,0,0,2
786,776328,16,2,3,1,1,1,2,0,1,1,3,0,0,0,1,1,5
786,786315,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,791741,18,2,5,2,3,0,2,3,4,1,0,0,1,1,0,0,7
786,791740,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
786,774859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,786197,14,1,2,1,2,0,0,4,6,0,1,1,5,0,2,2,6
787,791051,20,2,2,2,2,0,0,1,1,2,1,0,3,0,2,2,5
787,775456,23,2,10,2,9,0,1,4,5,0,3,4,2,1,5,0,8
787,781115,30,2,7,2,7,0,0,2,2,0,2,0,4,1,2,0,6
787,785524,23,2,5,2,5,0,0,0,0,1,5,0,1,0,2,0,4
787,775094,13,1,6,1,6,0,0,0,0,0,4,0,4,0,1,0,2
787,796730,11,0,3,0,3,0,0,0,0,0,4,0,0,0,1,1,0
787,796731,11,0,1,0,0,0,1,0,0,0,2,1,3,1,0,0,0
787,785784,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
787,780739,26,3,9,3,8,0,1,1,2,1,1,1,0,0,1,1,7
787,791052,4,1,2,1,2,0,0,0,0,1,0,0,3,0,1,0,2
787,791053,16,2,3,2,3,0,0,3,3,1,3,2,4,0,2,0,7
787,786310,22,2,4,1,3,1,1,1,2,1,2,3,2,1,0,0,6
788,785536,12,5,6,3,3,2,3,0,0,1,1,0,1,1,0,2,12
788,780119,35,4,15,4,13,0,2,3,4,6,3,2,3,1,2,0,11
788,776097,33,6,12,5,9,1,3,1,1,3,3,4,2,1,1,1,14
788,796559,32,7,12,5,9,2,3,8,10,3,6,1,3,0,2,0,24
788,785280,31,1,6,1,3,0,3,1,2,1,2,2,2,4,1,0,3
788,796560,12,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,0
788,775679,20,0,5,0,2,0,3,0,0,1,4,1,0,0,3,0,0
788,780149,12,1,5,0,2,1,3,2,2,0,2,1,0,0,1,0,5
788,796561,13,1,1,0,0,1,1,0,0,0,0,1,5,0,0,0,3
789,797895,14,5,8,4,7,1,1,0,1,4,2,0,1,1,2,1,11
789,789058,16,0,4,0,2,0,2,0,0,1,3,0,2,1,0,1,0
789,797898,28,6,11,3,7,3,4,2,4,1,2,3,2,1,3,0,17
789,792236,33,4,14,4,13,0,1,1,2,0,0,3,1,1,2,0,9
789,781374,16,2,4,1,3,1,1,0,0,0,1,0,3,1,1,0,5
789,785286,11,1,1,0,0,1,1,0,0,0,0,1,2,1,1,0,3
789,792359,12,1,4,0,0,1,4,0,0,0,2,0,1,0,0,0,3
789,792237,18,2,5,2,3,0,2,4,4,0,2,0,0,1,1,0,8
789,776337,8,0,0,0,0,0,0,2,2,0,1,0,2,0,0,0,2
789,785818,16,0,1,0,0,0,1,2,2,2,0,0,1,0,1,0,2
789,792238,11,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
789,792240,7,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0
789,797897,9,0,2,0,0,0,2,0,1,0,1,0,1,0,0,0,0
789,785986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,781560,22,2,3,2,3,0,0,0,1,1,5,0,1,0,1,1,4
790,791375,36,2,8,0,1,2,7,0,0,2,2,2,4,1,0,0,6
790,785487,33,2,7,2,4,0,3,3,3,0,2,1,4,0,3,0,7
790,785482,32,9,17,6,10,3,7,6,8,0,4,4,3,2,2,0,27
790,780837,32,6,13,2,5,4,8,2,3,0,1,0,5,0,1,0,18
790,786164,18,1,4,0,1,1,3,0,0,1,2,0,1,1,1,1,3
790,796479,13,1,4,0,1,1,3,3,3,0,1,0,3,2,0,0,6
790,796477,7,1,2,1,1,0,1,0,0,0,0,0,0,1,0,0,2
790,796473,7,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0
791,796347,19,1,5,1,4,0,1,0,0,1,4,1,1,0,2,0,2
791,785243,25,3,5,1,2,2,3,2,3,2,3,1,3,0,1,1,10
791,790788,35,7,13,4,5,3,8,4,4,0,6,1,1,0,4,0,21
791,781028,38,7,12,6,8,1,4,7,11,0,5,3,3,0,2,1,22
791,781026,23,3,5,1,2,2,3,10,11,0,2,2,2,1,0,0,18
791,796349,27,0,4,0,1,0,3,0,0,0,2,1,3,1,1,1,0
791,796348,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
791,785242,17,1,1,1,1,0,0,0,0,0,3,1,1,0,1,0,2
791,781027,9,0,0,0,0,0,0,2,2,1,3,0,3,1,0,0,2
791,790787,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,791041,40,9,17,5,8,4,9,4,4,4,5,3,4,0,7,0,26
792,774806,27,7,14,7,13,0,1,2,5,6,7,0,3,1,3,2,16
792,775823,28,2,5,2,4,0,1,5,6,6,3,4,4,0,4,0,9
792,789023,40,2,13,0,5,2,8,2,2,0,2,7,1,0,1,0,8
792,791038,26,1,4,0,1,1,3,4,5,1,1,3,4,3,2,1,7
