away_team,away_team_ranking,home_team,home_team_ranking,neutral,box_score_url,date
NC-Greensboro,0,Tennessee,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824821.html,11/11/2011
Milligan,0,East Carolina,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824823.html,11/11/2011
Maryland - E. Shore,0,George Washington,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824825.html,11/11/2011
Marist,0,Kentucky,2,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824827.html,11/11/2011
Rider,0,Robert Morris,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824829.html,11/11/2011
Howard,0,Bowling Green,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824831.html,11/11/2011
Monmouth-NJ,0,Villanova,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824833.html,11/11/2011
Jacksonville,0,Florida St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824835.html,11/11/2011
N.C. Asheville,0,N.C. State,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824837.html,11/11/2011
Lafayette,0,La Salle,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824839.html,11/11/2011
St. Peter's,0,Buffalo,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824841.html,11/11/2011
Loyola-Maryland,0,Wake Forest,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824843.html,11/11/2011
Cornell,0,St. Bonaventure,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824845.html,11/11/2011
Navy,0,Longwood,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824847.html,11/11/2011
Delaware,0,Radford,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824849.html,11/11/2011
Bethune-Cookman,0,Stetson,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824851.html,11/11/2011
Houston Baptist,0,Campbell,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824853.html,11/11/2011
American U.,0,Richmond,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824855.html,11/11/2011
Dartmouth,0,Rutgers,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824857.html,11/11/2011
St. Francis (PA),0,VCU,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824810.html,11/11/2011
North Carolina Central,0,Charlotte,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825773.html,11/11/2011
Cheyney,0,Coppin St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825775.html,11/11/2011
Rhode Island,0,George Mason,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore837567.html,11/11/2011
LeTourneau,0,Northwestern St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825777.html,11/11/2011
Charleston Southern,0,Kansas St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824881.html,11/11/2011
Dillard,0,Southern,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824813.html,11/11/2011
Towson,0,Kansas,13,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824861.html,11/11/2011
Idaho State,0,Oklahoma,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824863.html,11/11/2011
SE Missouri St.,0,Missouri,25,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824865.html,11/11/2011
Wofford,0,Georgia,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824867.html,11/11/2011
Texas A&M CC,0,Oklahoma St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824869.html,11/11/2011
Gardner-Webb,0,Clemson,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824871.html,11/11/2011
South Carolina Upstate,0,Arkansas,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824873.html,11/11/2011
St. Gregory's,0,North Texas,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824875.html,11/11/2011
McNeese St.,0,Auburn,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824877.html,11/11/2011
Florida Gulf Coast,0,Texas Christian,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824879.html,11/11/2011
Fort Valley State,0,Lipscomb,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825790.html,11/11/2011
Arkansas St.,0,Lamar,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824883.html,11/11/2011
Tennessee St.,0,Saint Louis,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824885.html,11/11/2011
Mount St. Mary's,0,Marquette,21,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824887.html,11/11/2011
Texas-San Antonio,0,Texas-El Paso,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824889.html,11/11/2011
Loyola-Chicago,0,Illinois,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824892.html,11/11/2011
Alabama A&M,0,Tulane,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824894.html,11/11/2011
Montana,0,Colorado St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824896.html,11/11/2011
North Dakota State,0,San Francisco,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824898.html,11/11/2011
Brigham Young,0,Utah St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824899.html,11/11/2011
Portland St.,0,Denver,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824901.html,11/11/2011
Army,0,Air Force,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824882.html,11/11/2011
Chapman,0,UC Santa Barbara,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825792.html,11/11/2011
Grand Canyon,0,UNLV,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824902.html,11/11/2011
Missouri St.,0,Nevada,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824904.html,11/11/2011
Illinois St.,0,Fresno St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824906.html,11/11/2011
Northern New Mexico,0,Weber St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824908.html,11/11/2011
Texas Southern,0,Baylor,12,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824859.html,11/11/2011
UC Merced,0,Santa Clara,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore837570.html,11/11/2011
Bryant,0,San Diego St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824913.html,11/11/2011
Menlo College,0,Sacramento State,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825793.html,11/11/2011
CSU Northridge,0,Southern California,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824916.html,11/11/2011
Citadel,0,VMI,0,TRUE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824911.html,11/11/2011
Sacred Heart,0,Hartford,0,TRUE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824816.html,11/11/2011
Johnson & Wales U. (RI),0,Brown,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825828.html,11/11/2011
Eastern Illinois,0,Indiana St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824818.html,11/11/2011
Montreat,0,Presbyterian,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824820.html,11/11/2011
Lake Erie College,0,Detroit,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825830.html,11/11/2011
Lees-McRae,0,Appalachian St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825771.html,11/11/2011
Tennessee Tech,0,Miami - Florida,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825763.html,11/11/2011
MIT,0,Harvard,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824822.html,11/11/2011
LIU Brooklyn,0,Hofstra,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824824.html,11/11/2011
Illinois-Chicago,0,Eastern Michigan,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824826.html,11/11/2011
Jackson State,0,Florida,10,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824828.html,11/11/2011
Michigan St,0,North Carolina,1,TRUE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824907.html,11/11/2011
Morgan St.,0,Xavier,15,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824832.html,11/11/2011
Stony Brook,0,Indiana,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824834.html,11/11/2011
Albany,0,Pittsburgh,11,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824836.html,11/11/2011
Anderson (IN),0,Indiana - Purdue,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824838.html,11/11/2011
Western Carolina,0,South Carolina,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824840.html,11/11/2011
Ferris State,0,Michigan,18,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824842.html,11/11/2011
Randolph,0,Liberty,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824844.html,11/11/2011
Northern Illinois,0,Purdue,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824846.html,11/11/2011
Tenn-Martin,0,Louisville,8,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824848.html,11/11/2011
Columbia,0,Connecticut,4,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824850.html,11/11/2011
Valparaiso,0,Georgia Southern,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824852.html,11/11/2011
Louisiana-Monroe,0,Mississippi,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824854.html,11/11/2011
Pennsylvania,0,MD Baltimore Cty,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824856.html,11/11/2011
Southern Utah,0,UC Davis,0,TRUE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824858.html,11/11/2011
Holy Cross,0,Charleston,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824830.html,11/11/2011
Roanoke,0,Furman,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825774.html,11/11/2011
Alabama St.,0,Marshall,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825776.html,11/11/2011
Mary,0,Green Bay,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore837568.html,11/11/2011
Guilford,0,Davidson,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825778.html,11/11/2011
North Florida,0,Alabama,17,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824812.html,11/11/2011
Bucknell,0,Minnesota,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824860.html,11/11/2011
St. Joseph's,0,Western Kentucky,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824862.html,11/11/2011
Yale,0,Central Conn. St.,0,TRUE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824864.html,11/11/2011
Centenary,0,Stephen F. Austin,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824866.html,11/11/2011
McMurry,0,Southern Methodist,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824868.html,11/11/2011
Florida A&M,0,Georgia Tech,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824870.html,11/11/2011
Arkansas-Little Rock,0,Tulsa,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824872.html,11/11/2011
Chicago St.,0,Iowa,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824874.html,11/11/2011
South Dakota,0,Nebraska,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824876.html,11/11/2011
Austin Peay,0,Middle Tennessee St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824878.html,11/11/2011
No.Carolina A&T,0,Creighton,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824880.html,11/11/2011
Harris-Stowe State,0,Murray St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825791.html,11/11/2011
Texas Lutheran,0,Texas State,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824884.html,11/11/2011
Oral Roberts,0,West Virginia,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824886.html,11/11/2011
Wright St.,0,Ohio St.,3,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824888.html,11/11/2011
Elon University,0,Massachusetts,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824890.html,11/11/2011
New Orleans,0,New Mexico,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824893.html,11/11/2011
Texas-Pan American,0,DePaul,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824895.html,11/11/2011
Belmont,0,Duke,6,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824897.html,11/11/2011
Miles College,0,Jacksonville St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825779.html,11/11/2011
Colorado Christian,0,Boise St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824900.html,11/11/2011
Troy,0,Texas Tech,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824891.html,11/11/2011
Claflin,0,South Carolina State,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825761.html,11/11/2011
Fort Lewis,0,Colorado,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore837569.html,11/11/2011
Cal Lutheran,0,UC Riverside,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824903.html,11/11/2011
Oregon,0,Vanderbilt,7,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824905.html,11/11/2011
Fresno Pacific,0,St. Mary's,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824815.html,11/11/2011
Central Arkansas,0,Stanford,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824909.html,11/11/2011
Redlands,0,Cal St. Fullerton,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824910.html,11/11/2011
Loyola Marymount,0,UCLA,20,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824912.html,11/11/2011
UC Irvine,0,California,24,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824914.html,11/11/2011
Eastern Washington,0,Gonzaga,23,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824915.html,11/11/2011
Northern Arizona,0,Louisiana-Lafayette,0,TRUE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824917.html,11/11/2011
Savannah State,0,Georgetown,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824918.html,11/12/2011
Kennesaw St.,0,Wisconsin,14,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824922.html,11/12/2011
Nebraska Omaha,0,IUPU - Ft. Wayne,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825795.html,11/12/2011
Mississippi Valley State,0,Notre Dame,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824924.html,11/12/2011
Lehigh,0,Iowa St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824927.html,11/12/2011
Western Michigan,0,South Dakota State,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824929.html,11/12/2011
East Tennessee St.,0,Virginia Tech,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824931.html,11/12/2011
Florida Atlantic,0,Portland,0,TRUE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824932.html,11/12/2011
Butler,0,Evansville,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824933.html,11/12/2011
Eastern Kentucky,0,Winthrop,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824935.html,11/12/2011
Fordham,0,Syracuse,5,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824937.html,11/12/2011
Presbyterian,0,Duke,6,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824939.html,11/12/2011
Georgia St,0,Washington,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824940.html,11/12/2011
San Jose St.,0,Cal Poly SLO,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824942.html,11/12/2011
Idaho,0,Long Beach St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824943.html,11/12/2011
St. Francis (NY),0,Seton Hall,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824945.html,11/12/2011
Shenandoah,0,Radford,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824947.html,11/12/2011
Vermont,0,South Florida,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824949.html,11/12/2011
Methodist,0,Coastal Carolina,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824925.html,11/12/2011
Hiram College,0,Akron,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825798.html,11/12/2011
Grambling State,0,Houston,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824952.html,11/12/2011
Youngstown St.,0,Samford,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824955.html,11/12/2011
Ohio Dominican,0,Southern Illinois,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824956.html,11/12/2011
Howard Payne,0,Sam Houston St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824954.html,11/12/2011
Northern Arizona,0,San Francisco,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824958.html,11/12/2011
Western State,0,Wyoming,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824959.html,11/12/2011
Southern Utah,0,San Diego St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824961.html,11/12/2011
Louisiana-Lafayette,0,North Dakota State,0,TRUE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824962.html,11/12/2011
Spring Hill,0,Southern Mississippi,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824921.html,11/12/2011
Nicholls State,0,Louisiana State,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825794.html,11/12/2011
South Alabama,0,Mississippi St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824923.html,11/12/2011
Fairleigh Dickinson,0,Providence,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824926.html,11/12/2011
Southwest State,0,Wis.-Milwaukee,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824928.html,11/12/2011
New Jersey Tech,0,Manhattan,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824930.html,11/12/2011
Western Illinois,0,Dayton,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824920.html,11/12/2011
Emory,0,Mercer,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825796.html,11/12/2011
Waldorf,0,North Dakota,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824934.html,11/12/2011
Wilmington (DE),0,Delaware State,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824936.html,11/12/2011
Cal. State - Bakersfield,0,Oregon St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824938.html,11/12/2011
Hartford,0,Penn St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824919.html,11/12/2011
Wagner,0,Princeton,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824941.html,11/12/2011
St. Thomas (FL),0,Central Florida,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore825831.html,11/12/2011
Ferris State,0,Central Michigan,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824944.html,11/12/2011
Colgate,0,Binghamton,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2011-2012/boxscore824946.html,11/12/2011
