matchup_id,home_team,home_team_ranking,home_team_box,away_team,away_team_ranking,away_team_box,url,neutral,winner
0,Middle Tennessee St.,0,0,Milligan,0,1,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946392.html,False,False
1,Miami (OH),0,2,Muskingum,0,3,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore951369.html,False,True
2,Jackson State,0,4,Xavier (LA),0,5,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore956393.html,False,True
3,North Dakota,0,6,Crown,0,7,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore947323.html,False,True
4,Eastern Washington,0,8,Linfield College,0,9,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946398.html,False,True
5,No.Carolina A&T,0,10,Greensboro,0,11,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore951127.html,False,True
6,South Carolina,0,12,Louisiana Tech,0,13,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946047.html,False,True
7,Clemson,0,14,Georgia,0,15,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946353.html,False,True
8,N.C. State,0,16,Georgia Southern,0,17,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946356.html,False,True
9,Pittsburgh,0,18,Eastern Michigan,0,19,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946358.html,False,True
10,Kentucky,0,20,Stephen F. Austin,0,21,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946045.html,False,True
11,Oakland,0,22,Bowling Green,0,23,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946370.html,False,True
12,Fairfield,0,24,Sacred Heart,0,25,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946372.html,False,True
13,Hampton,0,26,Rider,0,27,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946374.html,False,False
14,Dayton,0,28,Austin Peay,0,29,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946376.html,False,True
15,Presbyterian,0,30,Furman,0,31,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946366.html,False,True
16,Xavier,0,32,Lehigh,0,33,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946417.html,False,True
17,Central Conn. St.,0,34,Hartford,0,35,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946419.html,False,True
18,Robert Morris,0,36,Pennsylvania,0,37,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946421.html,False,False
19,Seton Hall,0,38,Fairleigh Dickinson,0,39,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946389.html,False,True
20,Hofstra,0,40,Coppin St.,0,41,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946395.html,False,True
21,Western Michigan,0,42,Marygrove College,0,43,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946414.html,False,True
22,Duquesne,0,44,Loyola-Maryland,0,45,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946385.html,False,True
23,Maryland,0,46,American U.,0,47,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946399.html,False,True
24,Penn St.,0,48,Albany,0,49,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2016-2017/boxscore946401.html,False,False
