matchup_id,home_first,home_second,home_ot,home_total,away_first,away_second,away_ot,away_total
0,27.0,43.0,0.0,70.0,27.0,43.0,0.0,50.0
1,43.0,45.0,0.0,88.0,43.0,45.0,0.0,43.0
2,45.0,54.0,0.0,99.0,45.0,54.0,0.0,69.0
3,30.0,38.0,0.0,68.0,30.0,38.0,0.0,62.0
4,38.0,52.0,0.0,90.0,38.0,52.0,0.0,76.0
5,30.0,47.0,0.0,77.0,30.0,47.0,0.0,69.0
6,32.0,34.0,0.0,66.0,32.0,34.0,0.0,57.0
7,42.0,52.0,0.0,94.0,42.0,52.0,0.0,63.0
8,51.0,52.0,0.0,103.0,51.0,52.0,0.0,71.0
9,28.0,58.0,0.0,86.0,28.0,58.0,0.0,59.0
10,41.0,28.0,0.0,69.0,41.0,28.0,0.0,49.0
11,27.0,36.0,0.0,63.0,27.0,36.0,0.0,53.0
12,36.0,31.0,0.0,67.0,36.0,31.0,0.0,50.0
13,36.0,31.0,0.0,67.0,36.0,31.0,0.0,91.0
14,22.0,31.0,0.0,53.0,22.0,31.0,0.0,66.0
15,31.0,43.0,16.0,90.0,31.0,43.0,18.0,92.0
16,38.0,36.0,0.0,74.0,38.0,36.0,0.0,40.0
17,39.0,45.0,0.0,84.0,39.0,45.0,0.0,67.0
18,34.0,48.0,0.0,82.0,34.0,48.0,0.0,78.0
19,45.0,51.0,0.0,96.0,45.0,51.0,0.0,85.0
20,46.0,29.0,0.0,75.0,46.0,29.0,0.0,50.0
21,50.0,35.0,0.0,85.0,50.0,35.0,0.0,76.0
22,36.0,39.0,0.0,75.0,36.0,39.0,0.0,87.0
23,32.0,25.0,0.0,57.0,32.0,25.0,0.0,47.0
24,43.0,39.0,0.0,82.0,43.0,39.0,0.0,55.0
25,50.0,41.0,0.0,91.0,50.0,41.0,0.0,54.0
26,33.0,39.0,0.0,72.0,33.0,39.0,0.0,59.0
27,22.0,34.0,0.0,56.0,22.0,34.0,0.0,64.0
28,32.0,38.0,0.0,70.0,32.0,38.0,0.0,72.0
29,51.0,31.0,0.0,82.0,51.0,31.0,0.0,45.0
30,36.0,35.0,0.0,71.0,36.0,35.0,0.0,86.0
31,30.0,28.0,0.0,58.0,30.0,28.0,0.0,71.0
32,54.0,32.0,0.0,86.0,54.0,32.0,0.0,57.0
33,42.0,58.0,0.0,100.0,42.0,58.0,0.0,56.0
34,25.0,34.0,0.0,59.0,25.0,34.0,0.0,39.0
35,27.0,27.0,0.0,54.0,27.0,27.0,0.0,53.0
36,32.0,47.0,0.0,79.0,32.0,47.0,0.0,57.0
37,31.0,38.0,14.0,83.0,31.0,38.0,23.0,92.0
38,41.0,37.0,0.0,78.0,41.0,37.0,0.0,73.0
39,35.0,33.0,0.0,68.0,35.0,33.0,0.0,85.0
40,35.0,45.0,0.0,80.0,35.0,45.0,0.0,53.0
41,28.0,33.0,0.0,61.0,28.0,33.0,0.0,53.0
42,50.0,47.0,0.0,97.0,50.0,47.0,0.0,52.0
43,44.0,38.0,0.0,82.0,44.0,38.0,0.0,81.0
44,55.0,53.0,0.0,108.0,55.0,53.0,0.0,68.0
45,36.0,39.0,0.0,75.0,36.0,39.0,0.0,78.0
46,40.0,51.0,0.0,91.0,40.0,51.0,0.0,57.0
47,36.0,29.0,0.0,65.0,36.0,29.0,0.0,42.0
48,54.0,51.0,0.0,105.0,54.0,51.0,0.0,55.0
49,54.0,54.0,0.0,108.0,54.0,54.0,0.0,54.0
50,66.0,71.0,0.0,137.0,66.0,71.0,0.0,59.0
51,54.0,33.0,0.0,87.0,54.0,33.0,0.0,42.0
52,49.0,28.0,0.0,77.0,49.0,28.0,0.0,82.0
53,39.0,30.0,2.0,71.0,39.0,30.0,10.0,79.0
54,45.0,49.0,0.0,94.0,45.0,49.0,0.0,72.0
55,30.0,47.0,0.0,77.0,30.0,47.0,0.0,65.0
56,39.0,44.0,0.0,83.0,39.0,44.0,0.0,74.0
57,32.0,45.0,0.0,77.0,32.0,45.0,0.0,73.0
58,40.0,40.0,0.0,80.0,40.0,40.0,0.0,83.0
59,28.0,46.0,19.0,93.0,28.0,46.0,15.0,89.0
60,41.0,40.0,0.0,81.0,41.0,40.0,0.0,70.0
61,33.0,41.0,0.0,74.0,33.0,41.0,0.0,72.0
62,44.0,23.0,0.0,67.0,44.0,23.0,0.0,69.0
63,38.0,44.0,0.0,82.0,38.0,44.0,0.0,72.0
64,48.0,58.0,0.0,106.0,48.0,58.0,0.0,88.0
65,42.0,55.0,0.0,97.0,42.0,55.0,0.0,55.0
66,41.0,35.0,0.0,76.0,41.0,35.0,0.0,59.0
67,43.0,44.0,0.0,87.0,43.0,44.0,0.0,52.0
68,41.0,38.0,0.0,79.0,41.0,38.0,0.0,61.0
69,37.0,49.0,0.0,86.0,37.0,49.0,0.0,65.0
70,30.0,39.0,0.0,69.0,30.0,39.0,0.0,66.0
71,34.0,43.0,0.0,77.0,34.0,43.0,0.0,71.0
72,48.0,50.0,0.0,98.0,48.0,50.0,0.0,81.0
73,28.0,50.0,0.0,78.0,28.0,50.0,0.0,72.0
74,41.0,38.0,0.0,79.0,41.0,38.0,0.0,74.0
75,38.0,44.0,0.0,82.0,38.0,44.0,0.0,71.0
76,43.0,37.0,0.0,80.0,43.0,37.0,0.0,56.0
77,48.0,39.0,0.0,87.0,48.0,39.0,0.0,76.0
78,48.0,59.0,0.0,107.0,48.0,59.0,0.0,62.0
79,35.0,35.0,0.0,70.0,35.0,35.0,0.0,57.0
80,43.0,46.0,0.0,89.0,43.0,46.0,0.0,83.0
81,48.0,45.0,0.0,93.0,48.0,45.0,0.0,54.0
82,30.0,46.0,0.0,76.0,30.0,46.0,0.0,64.0
83,44.0,32.0,0.0,76.0,44.0,32.0,0.0,75.0
84,44.0,37.0,0.0,81.0,44.0,37.0,0.0,40.0
85,52.0,48.0,0.0,100.0,52.0,48.0,0.0,62.0
86,45.0,51.0,0.0,96.0,45.0,51.0,0.0,71.0
87,40.0,33.0,0.0,73.0,40.0,33.0,0.0,54.0
88,37.0,40.0,7.0,84.0,37.0,40.0,10.0,87.0
89,34.0,37.0,0.0,71.0,34.0,37.0,0.0,39.0
90,38.0,40.0,0.0,78.0,38.0,40.0,0.0,65.0
91,62.0,45.0,0.0,107.0,62.0,45.0,0.0,61.0
92,46.0,38.0,0.0,84.0,46.0,38.0,0.0,53.0
93,57.0,50.0,0.0,107.0,57.0,50.0,0.0,61.0
94,40.0,46.0,0.0,86.0,40.0,46.0,0.0,48.0
95,36.0,34.0,0.0,70.0,36.0,34.0,0.0,44.0
96,35.0,39.0,0.0,74.0,35.0,39.0,0.0,54.0
97,44.0,48.0,0.0,92.0,44.0,48.0,0.0,74.0
98,42.0,55.0,0.0,97.0,42.0,55.0,0.0,72.0
99,43.0,37.0,0.0,80.0,43.0,37.0,0.0,56.0
100,26.0,38.0,0.0,64.0,26.0,38.0,0.0,62.0
101,49.0,39.0,0.0,88.0,49.0,39.0,0.0,49.0
102,48.0,38.0,0.0,86.0,48.0,38.0,0.0,45.0
103,45.0,36.0,0.0,81.0,45.0,36.0,0.0,72.0
104,24.0,40.0,0.0,64.0,24.0,40.0,0.0,67.0
105,49.0,58.0,0.0,107.0,49.0,58.0,0.0,80.0
106,23.0,40.0,0.0,63.0,23.0,40.0,0.0,66.0
