away_team,away_team_ranking,home_team,home_team_ranking,neutral,box_score_url,date
St. Francis (IL),0,Northern Illinois,0,FALSE,na,11/10/2017
Savannah State,0,Cincinnati,13,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970001.html,11/10/2017
Trevecca Nazarene,0,Middle Tennessee St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970003.html,11/10/2017
Central Arkansas,0,Baylor,24,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970006.html,11/10/2017
Millsaps,0,Jackson State,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970004.html,11/10/2017
Campbell,0,Penn St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970009.html,11/10/2017
Walla Walla,0,Eastern Washington,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970011.html,11/10/2017
Eureka,0,North Texas,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore981407.html,11/10/2017
Holy Cross,0,Sacred Heart,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969993.html,11/10/2017
Alabama St.,0,Mississippi State,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969976.html,11/10/2017
Fairleigh Dickinson,0,Seton Hall,23,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970014.html,11/10/2017
VMI,0,NC State,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970016.html,11/10/2017
Indiana St.,0,Indiana,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970018.html,11/10/2017
City College of New York,0,Rutgers,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970020.html,11/10/2017
