away_team,away_team_ranking,home_team,home_team_ranking,neutral,box_score_url,date
Wisconsin Lutheran,0,Green Bay,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997978.html,11/6/2018
Rochester College,0,Eastern Michigan,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore1005004.html,11/6/2018
Chicago St.,0,Indiana,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994296.html,11/6/2018
Wagner,0,Seton Hall,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994298.html,11/6/2018
Rider,0,Central Florida,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994311.html,11/6/2018
Morgan St.,0,Villanova,8,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994300.html,11/6/2018
Michigan St,10,Kansas,1,TRUE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994302.html,11/6/2018
Wis.-Milwaukee,0,Boston College,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994304.html,11/6/2018
South Carolina Upstate,0,South Carolina,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994306.html,11/6/2018
Illinois-Chicago,0,Notre Dame,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994308.html,11/6/2018
East Mennonite,0,James Madison,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994310.html,11/6/2018
Eastern Washington,0,Syracuse,14,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994281.html,11/6/2018
Cedarville,0,Akron,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994291.html,11/6/2018
Gardner-Webb,0,VCU,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore996404.html,11/6/2018
Colgate,0,New Jersey Tech,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore996309.html,11/6/2018
Bryant,0,Rhode Island,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore996684.html,11/6/2018
Pennsylvania,0,George Mason,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore996686.html,11/6/2018
Massachusetts Lowell,0,Massachusetts,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore996688.html,11/6/2018
Florida Gulf Coast,0,Illinois St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997094.html,11/6/2018
Wilmington (OH),0,Northern Kentucky,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997891.html,11/6/2018
East Tennessee St.,0,Georgia St,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997886.html,11/6/2018
Chattanooga,0,Charlotte,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997868.html,11/6/2018
Johnson & Wales U.,0,Air Force,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997893.html,11/6/2018
Tiffin,0,Bowling Green,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997895.html,11/6/2018
Concordia (MI),0,Central Michigan,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997897.html,11/6/2018
Bob Jones,0,Furman,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997899.html,11/6/2018
Randolph,0,Longwood,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997901.html,11/6/2018
MIT,0,Harvard,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997982.html,11/6/2018
City College of New York,0,Fordham,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore1005015.html,11/6/2018
Arlington Baptist College,0,Abilene Christian,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997910.html,11/6/2018
Columbia International,0,Charleston Southern,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997902.html,11/6/2018
East Texas Baptist,0,Sam Houston St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997904.html,11/6/2018
Ferrum,0,Coastal Carolina,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore1005005.html,11/6/2018
North Alabama,0,Samford,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997098.html,11/6/2018
Incarnate Word,0,Texas Tech,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994287.html,11/6/2018
Delaware,0,Maryland,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994314.html,11/6/2018
Tennessee Tech,0,Memphis,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994316.html,11/6/2018
Louisiana Tech,0,Wichita St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994318.html,11/6/2018
Coppin St.,0,Wisconsin,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994321.html,11/6/2018
Pacific,0,SIU - Edwardsville,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994323.html,11/6/2018
Eastern Illinois,0,Texas,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994288.html,11/6/2018
Boston U,0,Northeastern,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994293.html,11/6/2018
Cornell,0,Binghamton,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore996310.html,11/6/2018
Fort Valley State,0,Troy,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore1005006.html,11/6/2018
Huston-Tillotson,0,Lamar,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997912.html,11/6/2018
St. Leo,0,Rice,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997914.html,11/6/2018
Southeastern Baptist College,0,Southern Miss,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore1005017.html,11/6/2018
Concordia (IL),0,Valparaiso,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997983.html,11/6/2018
Bemidji State,0,Northern Iowa,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997907.html,11/6/2018
Northland,0,North Dakota,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997909.html,11/6/2018
Rockford,0,Northern Illinois,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997869.html,11/6/2018
Texas A&M Commerce,0,Texas Rio Grande Valley,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997884.html,11/6/2018
Oakland City,0,Austin Peay,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997892.html,11/6/2018
Sewanee,0,Lipscomb,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997099.html,11/6/2018
Lehigh,0,Monmouth-NJ,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore996690.html,11/6/2018
Western Illinois,0,Creighton,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994326.html,11/6/2018
Southeastern Louisiana,0,Louisiana State,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994328.html,11/6/2018
Cumberland,0,Tenn-Martin,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997916.html,11/6/2018
Spring Hill,0,New Orleans,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997917.html,11/6/2018
Centenary,0,Northwestern St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997919.html,11/6/2018
MD Baltimore County,0,Marquette,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994330.html,11/6/2018
Idaho State,0,Gonzaga,4,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994290.html,11/6/2018
Purdue Fort Wayne,0,UCLA,20,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997100.html,11/6/2018
Maine,0,Denver,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997093.html,11/6/2018
UC Riverside,0,Oregon St.,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore996226.html,11/6/2018
Texas Southern,0,Baylor,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994286.html,11/6/2018
Duke,3,Kentucky,2,TRUE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994332.html,11/6/2018
New Mexico,0,CSU Northridge,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore996315.html,11/6/2018
San Francisco,0,UC Davis,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore994294.html,11/6/2018
Idaho,0,UC Irvine,0,FALSE,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2018-2019/boxscore997102.html,11/6/2018
