matchup_id,date,city,state,country,arena,attendance
0,,,,,,
1,2017-11-10 12:00:00,Highland Heights,Kentucky,,BB&T Arena,6610.0
2,2017-11-10 12:00:00,Murfreesboro,Tennessee,,Murphy Athletic Center,8227.0
3,2017-11-10 13:00:00,Waco,Texas,,Ferrell Center,10284.0
4,2017-11-10 13:15:00,Jackson,Mississippi,,Lee E. Williams Athletic and Assembly Center,929.0
5,2017-11-10 16:00:00,University Park,Pennsylvania,,Bryce Jordan Center,3826.0
6,2017-11-10 16:05:00,Cheney,Washington,,Reese Court,
7,2017-11-10 18:00:00,Denton,Texas,,"UNT Coliseum ""The Super Pit""",3252.0
8,2017-11-10 18:00:00,Fairfield,Connecticut,,William H. Pitt Center,1062.0
9,2017-11-10 18:30:00,Starkville,Mississippi,,Humphrey Coliseum,1711.0
10,2017-11-10 18:30:00,Newark,New Jersey,,Prudential Center,6733.0
11,2017-11-10 19:00:00,Raleigh,North Carolina,,PNC Arena,14805.0
12,2017-11-10 19:00:00,Bloomington,Indiana,,Assembly Hall,17222.0
13,2017-11-10 19:00:00,Piscataway,New Jersey,,Rutgers Athletic Center (RAC),4389.0
14,2017-11-10 19:00:00,Uniondale,New York,,Nassau Coliseum,3066.0
15,2017-11-10 19:00:00,Spartanburg,South Carolina,,Richardson Indoor Stadium,3400.0
16,2017-11-10 19:00:00,Stanford,California,,Maples Pavilion,6276.0
17,2017-11-10 19:00:00,Queens,New York,,Carnesecca Arena,4921.0
18,2017-11-10 19:00:00,Providence,Rhode Island,,Alumni Hall (RI),2620.0
19,2017-11-10 19:00:00,Highland Heights,Kentucky,,BB&T Arena,3586.0
20,2017-11-10 19:00:00,Rock Hill,South Carolina,,Winthrop Coliseum,2675.0
21,2017-11-10 19:00:00,Guilderland,New York,,SEFCU Arena,3529.0
22,2017-11-10 19:00:00,Philadelphia,Pennsylvania,,Daskalakis Athletic Center,2504.0
23,2017-11-10 19:00:00,Syracuse,New York,,Carrier Dome,21720.0
24,2017-11-10 19:00:00,Lexington,Kentucky,,Rupp Arena,19807.0
25,2017-11-10 19:00:00,Davidson,North Carolina,,John M. Belk Arena,3705.0
26,2017-11-10 19:00:00,Fairfax,Virginia,,EagleBank Arena,6706.0
27,2017-11-10 19:00:00,Norfolk,Virginia,,Ted Constant Convocation Center,6279.0
28,2017-11-10 19:00:00,Richmond,Virginia,,Robins Center,7201.0
29,2017-11-10 19:00:00,Miami,Florida,,Ocean Bank Convocation Center (FIU),731.0
30,2017-11-10 19:00:00,Charleston,South Carolina,,TD Arena,4955.0
31,2017-11-10 19:00:00,Radford,Virginia,,Donald N. Dedmon Center,1632.0
32,2017-11-10 19:30:00,Chestnut Hill,Massachusetts,,Silvio Conte Forum,4522.0
33,2017-11-10 19:30:00,Kingston,Rhode Island,,Ryan Center,6367.0
34,2017-11-10 19:30:00,Charlotte,North Carolina,,Halton Arena,4841.0
35,2017-11-10 19:30:00,Cape Girardeau,Missouri,,Show Me Center,1239.0
36,2017-11-10 19:30:00,Nashville,Tennessee,,Allen Arena,1168.0
