matchup_id,home_first,home_second,home_ot,home_total,away_first,away_second,away_ot,away_total
0,,,,,,,,
1,60.0,47.0,0.0,107.0,60.0,47.0,0.0,77.0
2,51.0,53.0,0.0,104.0,51.0,53.0,0.0,52.0
3,53.0,54.0,0.0,107.0,53.0,54.0,0.0,66.0
4,48.0,36.0,0.0,84.0,48.0,36.0,0.0,46.0
5,36.0,50.0,0.0,86.0,36.0,50.0,0.0,75.0
6,39.0,43.0,0.0,82.0,39.0,43.0,0.0,61.0
7,55.0,67.0,0.0,122.0,55.0,67.0,0.0,65.0
8,25.0,39.0,0.0,64.0,25.0,39.0,0.0,69.0
9,58.0,38.0,0.0,96.0,58.0,38.0,0.0,68.0
10,47.0,43.0,0.0,90.0,47.0,43.0,0.0,68.0
11,56.0,46.0,0.0,102.0,56.0,46.0,0.0,67.0
12,33.0,36.0,0.0,69.0,33.0,36.0,0.0,90.0
13,51.0,43.0,0.0,94.0,51.0,43.0,0.0,38.0
14,23.0,38.0,0.0,61.0,23.0,38.0,0.0,76.0
15,24.0,28.0,0.0,52.0,24.0,28.0,0.0,73.0
16,38.0,40.0,0.0,78.0,38.0,40.0,0.0,62.0
17,37.0,40.0,0.0,77.0,37.0,40.0,0.0,61.0
18,42.0,42.0,0.0,84.0,42.0,42.0,0.0,55.0
19,41.0,40.0,0.0,81.0,41.0,40.0,0.0,63.0
20,41.0,25.0,0.0,66.0,41.0,25.0,0.0,81.0
21,34.0,35.0,0.0,69.0,34.0,35.0,0.0,67.0
22,42.0,27.0,0.0,69.0,42.0,27.0,0.0,78.0
23,33.0,44.0,0.0,77.0,33.0,44.0,0.0,45.0
24,25.0,48.0,0.0,73.0,25.0,48.0,0.0,63.0
25,58.0,52.0,0.0,110.0,58.0,52.0,0.0,62.0
26,38.0,29.0,0.0,67.0,38.0,29.0,0.0,65.0
27,28.0,29.0,0.0,57.0,28.0,29.0,0.0,54.0
28,20.0,43.0,0.0,63.0,20.0,43.0,0.0,76.0
29,35.0,35.0,0.0,70.0,35.0,35.0,0.0,47.0
30,28.0,25.0,15.0,68.0,28.0,25.0,7.0,60.0
31,30.0,42.0,0.0,72.0,30.0,42.0,0.0,63.0
32,35.0,50.0,0.0,85.0,35.0,50.0,0.0,65.0
33,40.0,44.0,0.0,84.0,40.0,44.0,0.0,60.0
34,54.0,62.0,0.0,116.0,54.0,62.0,0.0,76.0
35,37.0,44.0,0.0,81.0,37.0,44.0,0.0,69.0
36,43.0,55.0,0.0,98.0,43.0,55.0,0.0,83.0
37,35.0,36.0,0.0,71.0,35.0,36.0,0.0,50.0
38,53.0,49.0,0.0,102.0,53.0,49.0,0.0,55.0
39,43.0,49.0,0.0,92.0,43.0,49.0,0.0,77.0
40,44.0,56.0,0.0,100.0,44.0,56.0,0.0,42.0
41,49.0,53.0,0.0,102.0,49.0,53.0,0.0,74.0
42,40.0,54.0,0.0,94.0,40.0,54.0,0.0,76.0
43,51.0,32.0,0.0,83.0,51.0,32.0,0.0,73.0
44,35.0,40.0,10.0,85.0,35.0,40.0,9.0,84.0
45,51.0,48.0,0.0,99.0,51.0,48.0,0.0,59.0
46,46.0,42.0,0.0,88.0,46.0,42.0,0.0,79.0
47,33.0,27.0,0.0,60.0,33.0,27.0,0.0,59.0
48,38.0,40.0,0.0,78.0,38.0,40.0,0.0,67.0
49,49.0,52.0,0.0,101.0,49.0,52.0,0.0,67.0
50,32.0,36.0,21.0,89.0,32.0,36.0,12.0,80.0
51,34.0,46.0,0.0,80.0,34.0,46.0,0.0,85.0
52,40.0,48.0,0.0,88.0,40.0,48.0,0.0,46.0
53,36.0,36.0,0.0,72.0,36.0,36.0,0.0,73.0
54,31.0,52.0,19.0,102.0,31.0,52.0,8.0,91.0
55,51.0,49.0,0.0,100.0,51.0,49.0,0.0,66.0
56,29.0,36.0,0.0,65.0,29.0,36.0,0.0,55.0
57,53.0,55.0,0.0,108.0,53.0,55.0,0.0,66.0
58,45.0,41.0,0.0,86.0,45.0,41.0,0.0,72.0
59,53.0,46.0,0.0,99.0,53.0,46.0,0.0,67.0
60,34.0,44.0,0.0,78.0,34.0,44.0,0.0,47.0
61,39.0,47.0,0.0,86.0,39.0,47.0,0.0,68.0
62,48.0,46.0,0.0,94.0,48.0,46.0,0.0,56.0
63,39.0,32.0,0.0,71.0,39.0,32.0,0.0,62.0
64,31.0,50.0,0.0,81.0,31.0,50.0,0.0,55.0
65,48.0,32.0,0.0,80.0,48.0,32.0,0.0,59.0
66,56.0,36.0,0.0,92.0,56.0,36.0,0.0,56.0
67,38.0,45.0,0.0,83.0,38.0,45.0,0.0,73.0
68,35.0,32.0,0.0,67.0,35.0,32.0,0.0,51.0
69,48.0,52.0,0.0,100.0,48.0,52.0,0.0,50.0
70,52.0,45.0,0.0,97.0,52.0,45.0,0.0,69.0
71,31.0,34.0,0.0,65.0,31.0,34.0,0.0,54.0
72,41.0,32.0,0.0,73.0,41.0,32.0,0.0,54.0
73,46.0,45.0,0.0,91.0,46.0,45.0,0.0,52.0
74,35.0,51.0,0.0,86.0,35.0,51.0,0.0,82.0
75,51.0,43.0,0.0,94.0,51.0,43.0,0.0,74.0
76,39.0,44.0,0.0,83.0,39.0,44.0,0.0,62.0
77,50.0,54.0,0.0,104.0,50.0,54.0,0.0,65.0
78,48.0,49.0,0.0,97.0,48.0,49.0,0.0,45.0
79,34.0,37.0,0.0,71.0,34.0,37.0,0.0,83.0
80,21.0,45.0,0.0,66.0,21.0,45.0,0.0,74.0
81,46.0,36.0,0.0,82.0,46.0,36.0,0.0,70.0
82,40.0,52.0,0.0,92.0,40.0,52.0,0.0,60.0
83,47.0,51.0,0.0,98.0,47.0,51.0,0.0,89.0
84,28.0,39.0,0.0,67.0,28.0,39.0,0.0,74.0
85,50.0,45.0,0.0,95.0,50.0,45.0,0.0,39.0
86,70.0,39.0,0.0,109.0,70.0,39.0,0.0,73.0
87,55.0,53.0,0.0,108.0,55.0,53.0,0.0,48.0
88,40.0,40.0,0.0,80.0,40.0,40.0,0.0,50.0
89,38.0,27.0,0.0,65.0,38.0,27.0,0.0,88.0
90,52.0,59.0,0.0,111.0,52.0,59.0,0.0,79.0
91,38.0,44.0,0.0,82.0,38.0,44.0,0.0,70.0
92,45.0,41.0,0.0,86.0,45.0,41.0,0.0,69.0
93,45.0,52.0,0.0,97.0,45.0,52.0,0.0,68.0
94,46.0,49.0,0.0,95.0,46.0,49.0,0.0,64.0
95,46.0,39.0,0.0,85.0,46.0,39.0,0.0,50.0
96,29.0,31.0,0.0,60.0,29.0,31.0,0.0,48.0
97,33.0,37.0,0.0,70.0,33.0,37.0,0.0,58.0
98,48.0,34.0,0.0,82.0,48.0,34.0,0.0,64.0
99,62.0,39.0,0.0,101.0,62.0,39.0,0.0,49.0
100,47.0,54.0,0.0,101.0,47.0,54.0,0.0,48.0
101,48.0,37.0,0.0,85.0,48.0,37.0,0.0,71.0
102,25.0,29.0,0.0,54.0,25.0,29.0,0.0,55.0
103,29.0,47.0,0.0,76.0,29.0,47.0,0.0,59.0
104,42.0,48.0,0.0,90.0,42.0,48.0,0.0,50.0
105,44.0,41.0,0.0,85.0,44.0,41.0,0.0,57.0
106,40.0,39.0,0.0,79.0,40.0,39.0,0.0,54.0
107,36.0,42.0,0.0,78.0,36.0,42.0,0.0,77.0
108,37.0,40.0,0.0,77.0,37.0,40.0,0.0,74.0
109,50.0,44.0,0.0,94.0,50.0,44.0,0.0,65.0
110,32.0,42.0,0.0,74.0,32.0,42.0,0.0,69.0
111,39.0,34.0,0.0,73.0,39.0,34.0,0.0,64.0
112,48.0,39.0,0.0,87.0,48.0,39.0,0.0,42.0
113,46.0,42.0,0.0,88.0,46.0,42.0,0.0,53.0
114,46.0,37.0,0.0,83.0,46.0,37.0,0.0,85.0
115,61.0,41.0,0.0,102.0,61.0,41.0,0.0,50.0
116,40.0,44.0,0.0,84.0,40.0,44.0,0.0,75.0
117,26.0,33.0,0.0,59.0,26.0,33.0,0.0,65.0
118,55.0,57.0,0.0,112.0,55.0,57.0,0.0,71.0
119,45.0,50.0,0.0,95.0,45.0,50.0,0.0,69.0
120,52.0,46.0,0.0,98.0,52.0,46.0,0.0,66.0
121,52.0,53.0,0.0,105.0,52.0,53.0,0.0,74.0
122,52.0,50.0,0.0,102.0,52.0,50.0,0.0,96.0
123,27.0,50.0,0.0,77.0,27.0,50.0,0.0,45.0
124,52.0,54.0,0.0,106.0,52.0,54.0,0.0,111.0
125,34.0,28.0,0.0,62.0,34.0,28.0,0.0,46.0
126,43.0,53.0,0.0,96.0,43.0,53.0,0.0,67.0
127,47.0,48.0,0.0,95.0,47.0,48.0,0.0,56.0
128,48.0,33.0,0.0,81.0,48.0,33.0,0.0,53.0
129,62.0,47.0,0.0,109.0,62.0,47.0,0.0,57.0
130,35.0,31.0,0.0,66.0,35.0,31.0,0.0,51.0
131,36.0,51.0,0.0,87.0,36.0,51.0,0.0,71.0
