matchup_id,home_team,home_team_ranking,home_team_box,away_team,away_team_ranking,away_team_box,url,neutral,winner
0,Northern Illinois,0,0,St. Francis (IL),0,1,na,False,False
1,Cincinnati,13,2,Savannah State,0,3,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970001.html,False,False
2,Middle Tennessee St.,0,4,Trevecca Nazarene,0,5,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970003.html,False,False
3,Baylor,24,6,Central Arkansas,0,7,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970006.html,False,False
4,Jackson State,0,8,Millsaps,0,9,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970004.html,False,True
5,Penn St.,0,10,Campbell,0,11,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970009.html,False,True
6,Eastern Washington,0,12,Walla Walla,0,13,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970011.html,False,True
7,North Texas,0,14,Eureka,0,15,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore981407.html,False,False
8,Sacred Heart,0,16,Holy Cross,0,17,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969993.html,False,False
9,Mississippi State,0,18,Alabama St.,0,19,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969976.html,False,True
10,Seton Hall,23,20,Fairleigh Dickinson,0,21,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970014.html,False,True
11,NC State,0,22,VMI,0,23,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970016.html,False,False
12,Indiana,0,24,Indiana St.,0,25,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970018.html,False,False
13,Rutgers,0,26,City College of New York,0,27,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970020.html,False,True
14,Stony Brook,0,28,Maryland,0,29,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970022.html,True,False
15,Wofford,0,30,South Carolina,0,31,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970024.html,False,False
16,Stanford,0,32,Cal Poly SLO,0,33,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970027.html,False,True
17,St. John's,0,34,New Orleans,0,35,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970029.html,False,True
18,Providence,0,36,Houston Baptist,0,37,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970031.html,False,True
19,Northern Kentucky,0,38,East Tennessee St.,0,39,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970033.html,False,True
20,Winthrop,0,40,Southern Illinois,0,41,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970035.html,False,False
21,Albany,0,42,Iona,0,43,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970037.html,False,True
22,Drexel,0,44,Bowling Green,0,45,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970039.html,False,False
23,Syracuse,0,46,Cornell,0,47,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969971.html,False,True
24,Kentucky,4,48,Utah Valley,0,49,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969978.html,False,True
25,Davidson,0,50,Charleston Southern,0,51,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969983.html,False,False
26,George Mason,0,52,Lafayette,0,53,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969985.html,False,True
27,Old Dominion,0,54,Towson,0,55,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969995.html,False,True
28,Richmond,0,56,Delaware,0,57,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969989.html,False,False
29,Florida International,0,58,Florida Memorial,0,59,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969999.html,False,True
30,Charleston,0,60,Siena,0,61,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970042.html,False,True
31,Radford,0,62,Georgia Southwestern State,0,63,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970047.html,False,True
32,Boston College,0,64,Maine,0,65,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970048.html,False,True
33,Rhode Island,0,66,N.C. Asheville,0,67,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970050.html,False,True
34,Charlotte,0,68,Methodist,0,69,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969998.html,False,False
35,SE Missouri St.,0,70,Missouri Baptist,0,71,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970053.html,False,True
36,Lipscomb,0,72,Emory,0,73,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970055.html,False,True
37,Delaware State,0,74,Cairn University,0,75,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970057.html,False,True
38,Illinois,0,76,Southern,0,77,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970059.html,False,False
39,Minnesota,15,78,South Carolina Upstate,0,79,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970061.html,False,True
40,Jacksonville St.,0,80,Tennessee Wesleyan,0,81,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970041.html,False,False
41,Auburn,0,82,Norfolk State,0,83,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969980.html,False,False
42,Mississippi,0,84,UL Lafayette,0,85,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969977.html,False,True
43,Wis.-Milwaukee,0,86,Wisc. Lacrosse,0,87,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969997.html,False,True
44,Hartford,0,88,Central Conn. St.,0,89,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970052.html,False,True
45,Louisiana State,0,90,Alcorn St.,0,91,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970064.html,False,True
46,Central Florida,0,92,Mercer,0,93,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970066.html,False,True
47,South Florida,0,94,Florida Atlantic,0,95,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970068.html,False,True
48,Southern Methodist,0,96,MD Baltimore County,0,97,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970070.html,False,True
49,Arizona,5,98,Northern Arizona,0,99,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970072.html,False,False
50,Montana St.,0,100,Nebraska Omaha,0,101,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970078.html,False,True
51,Western Kentucky,0,102,Missouri St.,0,103,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970080.html,False,False
52,Valparaiso,0,104,North Park,0,105,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970082.html,False,True
53,Rice,0,106,Eastern Kentucky,0,107,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970084.html,False,False
54,Marshall,0,108,Tenn-Martin,0,109,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970086.html,False,False
55,High Point,0,110,William & Mary,0,111,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970088.html,False,False
56,Illinois-Chicago,0,112,North Carolina Central,0,113,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970090.html,False,True
57,Bethune-Cookman,0,114,Johnson University (FL),0,115,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970092.html,False,False
58,Oral Roberts,0,116,Avila,0,117,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970076.html,False,True
59,Southeastern Louisiana,0,118,Centenary,0,119,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970074.html,False,True
60,Oklahoma State,0,120,Pepperdine,0,121,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970095.html,False,True
61,Abilene Christian,0,122,Randall University,0,123,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970097.html,False,True
62,Tennessee Tech,0,124,Midway,0,125,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970099.html,False,True
63,Navy,0,126,Pittsburgh,0,127,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970101.html,False,True
64,New Mexico St.,0,128,East Central,0,129,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore975397.html,False,True
65,Marquette,0,130,Mount St. Mary's,0,131,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970104.html,False,True
66,Kansas,3,132,Tennessee St.,0,133,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970106.html,False,True
67,Texas Christian,0,134,Louisiana Monroe,0,135,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970108.html,False,True
68,Grand Canyon,0,136,Florida A&M,0,137,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970110.html,False,True
69,Texas-El Paso,0,138,Louisiana College,0,139,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970112.html,False,False
70,Gonzaga,19,140,Texas Southern,0,141,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969975.html,False,True
71,South Dakota State,0,142,UC Irvine,0,143,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970077.html,False,True
72,Vanderbilt,0,144,Austin Peay,0,145,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969981.html,False,True
73,San Diego St.,0,146,San Diego Christian,0,147,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969996.html,False,True
74,Washington,0,148,Belmont,0,149,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970116.html,False,True
75,Arizona State,0,150,Idaho State,0,151,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970118.html,False,True
76,Utah,0,152,Prairie View A&M,0,153,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970120.html,False,True
77,Boise St.,0,154,Eastern Oregon,0,155,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970122.html,False,False
78,San Jose St.,0,156,Antelope Valley,0,157,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970124.html,False,True
79,San Francisco,0,158,Long Beach St.,0,159,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970126.html,False,False
80,California,0,160,UC Riverside,0,161,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970128.html,False,False
81,Hawaii,0,162,Arkansas-Pine Bluff,0,163,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969970.html,False,True
82,Eastern Michigan,0,164,Spring Arbor,0,165,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970000.html,False,True
83,Stetson,0,166,Webber,0,167,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970002.html,False,True
84,Tulsa,0,168,Lamar,0,169,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970005.html,False,False
85,New Hampshire,0,170,Wheelock,0,171,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970007.html,False,True
86,The Citadel,0,172,Oglethorpe,0,173,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970008.html,False,False
87,Central Michigan,0,174,Siena Heights,0,175,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970010.html,False,False
88,James Madison,0,176,Bridgewater (VA),0,177,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970043.html,False,True
89,West Virginia,10,178,Texas A&M,0,179,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970012.html,True,False
90,Virginia Tech,0,180,Detroit Mercy,0,181,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969972.html,False,False
91,Alabama,25,182,Memphis,0,183,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970013.html,True,True
92,North Carolina,9,184,Northern Iowa,0,185,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970015.html,False,True
93,Duke,1,186,Elon University,0,187,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970017.html,False,True
94,Ohio St.,0,188,Robert Morris,0,189,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970019.html,False,True
95,Wisconsin,0,190,South Carolina State,0,191,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970021.html,False,True
96,Virginia,0,192,NC-Greensboro,0,193,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970023.html,False,True
97,Connecticut,0,194,Colgate,0,195,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970025.html,False,True
98,Butler,0,196,Kennesaw St.,0,197,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970028.html,False,True
99,Xavier,17,198,Morehead St.,0,199,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970030.html,False,False
100,Furman,0,200,Bob Jones,0,201,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970032.html,False,False
101,Oakland,0,202,IUPU - Ft. Wayne,0,203,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970034.html,False,True
102,Fordham,0,204,Miami (OH),0,205,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970036.html,False,False
103,Binghamton,0,206,Morgan St.,0,207,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970038.html,False,True
104,Georgia St,0,208,Carver Bible College,0,209,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970040.html,False,True
105,Clemson,0,210,Western Carolina,0,211,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969973.html,False,True
106,Georgia,0,212,Bryant,0,213,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969979.html,False,True
107,Dayton,0,214,Ball St.,0,215,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969984.html,False,True
108,Hofstra,0,216,Army,0,217,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969994.html,False,True
109,VCU,0,218,Grambling State,0,219,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969987.html,False,True
110,Massachusetts,0,220,Massachusetts Lowell,0,221,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969990.html,False,True
111,Harvard,0,222,MIT,0,223,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970044.html,False,True
112,Liberty,0,224,Clarks Summit,0,225,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970046.html,False,True
113,Tennessee,0,226,Presbyterian,0,227,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970063.html,False,True
114,Wake Forest,0,228,Georgia Southern,0,229,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970049.html,False,False
115,Coastal Carolina,0,230,Piedmont International,0,231,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970051.html,False,False
116,George Washington,0,232,Howard,0,233,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969986.html,False,True
117,Boston U,0,234,Northeastern,0,235,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970054.html,False,False
118,Louisiana Tech,0,236,Texas-Tyler,0,237,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970056.html,False,False
119,Maryland - E. Shore,0,238,Valley Forge,0,239,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970058.html,False,True
120,Michigan St,2,240,North Florida,0,241,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970060.html,False,True
121,Purdue,21,242,SIU - Edwardsville,0,243,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970062.html,False,False
122,Tulane,0,244,LIU Brooklyn,0,245,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970026.html,False,False
123,Miami-Florida,12,246,Gardner-Webb,0,247,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969974.html,False,True
124,Texas Rio Grande Valley,0,248,Nicholls State,0,249,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969982.html,False,False
125,Saint Louis,0,250,Seattle,0,251,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore969988.html,False,True
126,UAB,0,252,Jacksonville,0,253,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970045.html,False,True
127,Arkansas,0,254,Samford,0,255,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970065.html,False,True
128,Houston,0,256,McNeese St.,0,257,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970067.html,False,True
129,Wichita St.,8,258,UMKC,0,259,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970069.html,False,False
130,Colorado,0,260,Northern Colorado,0,261,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970071.html,False,True
131,Incarnate Word,0,262,Southwestern,0,263,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970073.html,False,True
132,Evansville,0,264,Arkansas St.,0,265,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970079.html,False,True
133,Loyola-Chicago,0,266,Wright St.,0,267,/basketball/ncaab-boxscores.aspx?page=/data/NCAAB/results/2017-2018/boxscore970081.html,False,True
