matchup_id,home_first,home_second,home_ot,home_total,away_first,away_second,away_ot,away_total
0,26.0,48.0,0.0,74.0,26.0,48.0,0.0,59.0
1,32.0,41.0,0.0,73.0,32.0,41.0,0.0,64.0
2,33.0,43.0,0.0,76.0,33.0,43.0,0.0,66.0
3,29.0,29.0,0.0,58.0,29.0,29.0,0.0,68.0
4,37.0,44.0,0.0,81.0,37.0,44.0,0.0,59.0
5,33.0,45.0,0.0,78.0,33.0,45.0,0.0,73.0
6,28.0,39.0,0.0,67.0,28.0,39.0,0.0,59.0
7,26.0,36.0,0.0,62.0,26.0,36.0,0.0,66.0
8,33.0,45.0,0.0,78.0,33.0,45.0,0.0,72.0
9,32.0,32.0,10.0,74.0,32.0,32.0,18.0,82.0
10,29.0,31.0,0.0,60.0,29.0,31.0,0.0,72.0
11,47.0,33.0,0.0,80.0,47.0,33.0,0.0,53.0
12,51.0,34.0,0.0,85.0,51.0,34.0,0.0,64.0
13,48.0,48.0,0.0,96.0,48.0,48.0,0.0,54.0
14,49.0,43.0,0.0,92.0,49.0,43.0,0.0,63.0
15,49.0,52.0,0.0,101.0,49.0,52.0,0.0,45.0
16,30.0,34.0,0.0,64.0,30.0,34.0,0.0,48.0
17,45.0,63.0,0.0,108.0,45.0,63.0,0.0,58.0
18,40.0,43.0,0.0,83.0,40.0,43.0,0.0,57.0
19,26.0,37.0,0.0,63.0,26.0,37.0,0.0,48.0
20,55.0,51.0,0.0,106.0,55.0,51.0,0.0,70.0
21,44.0,35.0,0.0,79.0,44.0,35.0,0.0,67.0
22,44.0,40.0,0.0,84.0,44.0,40.0,0.0,75.0
23,43.0,36.0,0.0,79.0,43.0,36.0,0.0,53.0
24,36.0,36.0,0.0,72.0,36.0,36.0,0.0,65.0
25,36.0,39.0,0.0,75.0,36.0,39.0,0.0,63.0
26,40.0,39.0,0.0,79.0,40.0,39.0,0.0,58.0
27,37.0,33.0,0.0,70.0,37.0,33.0,0.0,78.0
28,23.0,35.0,0.0,58.0,23.0,35.0,0.0,54.0
29,30.0,35.0,0.0,65.0,30.0,35.0,0.0,60.0
30,41.0,41.0,0.0,82.0,41.0,41.0,0.0,68.0
31,25.0,41.0,0.0,66.0,25.0,41.0,0.0,56.0
32,31.0,31.0,0.0,62.0,31.0,31.0,0.0,56.0
33,36.0,27.0,0.0,63.0,36.0,27.0,0.0,57.0
34,35.0,38.0,0.0,73.0,35.0,38.0,0.0,57.0
35,44.0,36.0,0.0,80.0,44.0,36.0,0.0,65.0
36,33.0,47.0,12.0,92.0,33.0,47.0,10.0,90.0
37,49.0,38.0,0.0,87.0,49.0,38.0,0.0,61.0
38,35.0,37.0,0.0,72.0,35.0,37.0,0.0,67.0
39,31.0,36.0,0.0,67.0,31.0,36.0,0.0,48.0
40,53.0,47.0,0.0,100.0,53.0,47.0,0.0,54.0
41,31.0,47.0,0.0,78.0,31.0,47.0,0.0,74.0
42,38.0,45.0,0.0,83.0,38.0,45.0,0.0,68.0
43,30.0,32.0,0.0,62.0,30.0,32.0,0.0,49.0
44,31.0,40.0,0.0,71.0,31.0,40.0,0.0,39.0
45,29.0,36.0,0.0,65.0,29.0,36.0,0.0,44.0
46,41.0,42.0,0.0,83.0,41.0,42.0,0.0,63.0
47,35.0,46.0,0.0,81.0,35.0,46.0,0.0,52.0
48,46.0,38.0,0.0,84.0,46.0,38.0,0.0,62.0
49,40.0,33.0,0.0,73.0,40.0,33.0,0.0,72.0
50,55.0,41.0,0.0,96.0,55.0,41.0,0.0,53.0
51,36.0,29.0,0.0,65.0,36.0,29.0,0.0,62.0
52,29.0,42.0,0.0,71.0,29.0,42.0,0.0,37.0
53,49.0,42.0,0.0,91.0,49.0,42.0,0.0,37.0
54,25.0,39.0,0.0,64.0,25.0,39.0,0.0,73.0
55,28.0,39.0,0.0,67.0,28.0,39.0,0.0,49.0
56,42.0,30.0,0.0,72.0,42.0,30.0,0.0,63.0
57,30.0,34.0,0.0,64.0,30.0,34.0,0.0,58.0
58,24.0,41.0,0.0,65.0,24.0,41.0,0.0,73.0
59,30.0,39.0,0.0,69.0,30.0,39.0,0.0,62.0
60,34.0,35.0,0.0,69.0,34.0,35.0,0.0,61.0
61,32.0,55.0,0.0,87.0,32.0,55.0,0.0,71.0
62,34.0,40.0,0.0,74.0,34.0,40.0,0.0,48.0
63,39.0,44.0,0.0,83.0,39.0,44.0,0.0,66.0
64,24.0,22.0,0.0,46.0,24.0,22.0,0.0,68.0
65,26.0,29.0,0.0,55.0,26.0,29.0,0.0,47.0
66,49.0,60.0,0.0,109.0,49.0,60.0,0.0,50.0
67,37.0,40.0,0.0,77.0,37.0,40.0,0.0,57.0
68,45.0,35.0,0.0,80.0,45.0,35.0,0.0,48.0
69,28.0,47.0,0.0,75.0,28.0,47.0,0.0,63.0
70,31.0,39.0,0.0,70.0,31.0,39.0,0.0,56.0
71,29.0,37.0,0.0,66.0,29.0,37.0,0.0,59.0
72,52.0,51.0,0.0,103.0,52.0,51.0,0.0,100.0
73,15.0,35.0,0.0,50.0,15.0,35.0,0.0,70.0
74,46.0,40.0,0.0,86.0,46.0,40.0,0.0,66.0
75,41.0,38.0,0.0,79.0,41.0,38.0,0.0,72.0
76,48.0,55.0,0.0,103.0,48.0,55.0,0.0,73.0
77,48.0,47.0,0.0,95.0,48.0,47.0,0.0,57.0
78,46.0,44.0,0.0,90.0,46.0,44.0,0.0,61.0
79,27.0,42.0,0.0,69.0,27.0,42.0,0.0,58.0
80,37.0,39.0,0.0,76.0,37.0,39.0,0.0,49.0
81,32.0,57.0,0.0,89.0,32.0,57.0,0.0,71.0
82,27.0,41.0,0.0,68.0,27.0,41.0,0.0,57.0
83,59.0,40.0,0.0,99.0,59.0,40.0,0.0,59.0
84,36.0,31.0,0.0,67.0,36.0,31.0,0.0,55.0
85,40.0,34.0,0.0,74.0,40.0,34.0,0.0,63.0
86,45.0,51.0,0.0,96.0,45.0,51.0,0.0,66.0
87,47.0,42.0,0.0,89.0,47.0,42.0,0.0,56.0
88,52.0,49.0,0.0,101.0,52.0,49.0,0.0,68.0
89,35.0,40.0,0.0,75.0,35.0,40.0,0.0,50.0
90,22.0,37.0,0.0,59.0,22.0,37.0,0.0,33.0
91,44.0,37.0,0.0,81.0,44.0,37.0,0.0,58.0
92,46.0,50.0,0.0,96.0,46.0,50.0,0.0,34.0
93,47.0,36.0,0.0,83.0,47.0,36.0,0.0,48.0
94,37.0,33.0,0.0,70.0,37.0,33.0,0.0,57.0
95,34.0,47.0,0.0,81.0,34.0,47.0,0.0,90.0
96,33.0,27.0,0.0,60.0,33.0,27.0,0.0,38.0
97,25.0,20.0,0.0,45.0,25.0,20.0,0.0,59.0
98,28.0,47.0,0.0,75.0,28.0,47.0,0.0,76.0
99,40.0,38.0,0.0,78.0,40.0,38.0,0.0,69.0
100,37.0,38.0,0.0,75.0,37.0,38.0,0.0,49.0
101,34.0,33.0,0.0,67.0,34.0,33.0,0.0,49.0
102,40.0,54.0,0.0,94.0,40.0,54.0,0.0,55.0
103,49.0,62.0,0.0,111.0,49.0,62.0,0.0,64.0
104,29.0,35.0,0.0,64.0,29.0,35.0,0.0,44.0
105,33.0,37.0,0.0,70.0,33.0,37.0,0.0,58.0
106,24.0,37.0,0.0,61.0,24.0,37.0,0.0,72.0
107,34.0,35.0,0.0,69.0,34.0,35.0,0.0,73.0
108,49.0,35.0,0.0,84.0,49.0,35.0,0.0,43.0
109,43.0,35.0,0.0,78.0,43.0,35.0,0.0,49.0
110,43.0,49.0,0.0,92.0,43.0,49.0,0.0,59.0
111,28.0,37.0,0.0,65.0,28.0,37.0,0.0,49.0
112,43.0,53.0,0.0,96.0,43.0,53.0,0.0,53.0
113,31.0,34.0,0.0,65.0,31.0,34.0,0.0,48.0
114,38.0,42.0,0.0,80.0,38.0,42.0,0.0,71.0
115,46.0,51.0,0.0,97.0,46.0,51.0,0.0,65.0
116,33.0,43.0,0.0,76.0,33.0,43.0,0.0,49.0
