team_id, team_name, display_name, university, mascot, abbreviation, city, state, arena, longitude, latitude, time_zone
0, Purdue Boilermakers, Purdue, Purdue University, Boilermakers, PU, West Lafayette, Indiana, Mackey Arena, 40.423769, -86.921226 
